audio_id,video_id,segment_id,segment_file,transcript_file,start,end,duration,text,transcript_source,transcript_status,vad_status,quality_label,quality_score,quality_reasons,source_url,title
yt_MsihyTqbV78,MsihyTqbV78,yt_MsihyTqbV78__sent000001,/data/processed/segments/auto_20260624_095757/yt_MsihyTqbV78/yt_MsihyTqbV78__sent000001.wav,/data/processed/segments/auto_20260624_095757/yt_MsihyTqbV78/yt_MsihyTqbV78__sent000001.txt,8.48,16.57,8.09,[âm nhạc],vtt,ready,aligned,needs_review,0.65,low_token_density,https://www.youtube.com/watch?v=MsihyTqbV78,Một tâm hồn thú vị có thể chữa lành tất cả | Sách Anne Tóc Đỏ Dưới Chái Nhà Xanh
yt_MsihyTqbV78,MsihyTqbV78,yt_MsihyTqbV78__sent000012,/data/processed/segments/auto_20260624_095757/yt_MsihyTqbV78/yt_MsihyTqbV78__sent000012.wav,/data/processed/segments/auto_20260624_095757/yt_MsihyTqbV78/yt_MsihyTqbV78__sent000012.txt,102.059,115.49,13.431,gì người thú vị thực chất Họ có một sức mạnh nội tâm cực kỳ mạnh mẽ cho dù trong mắt tràn đầy ưu phiền họ vẫn có thể phá tan sương mù tìm thấy thơ cùng phương xa ở trong đó cho dù gặp bao nhiêu thăng,vtt,ready,aligned,speech_clean,1.0,,https://www.youtube.com/watch?v=MsihyTqbV78,Một tâm hồn thú vị có thể chữa lành tất cả | Sách Anne Tóc Đỏ Dưới Chái Nhà Xanh
yt_MsihyTqbV78,MsihyTqbV78,yt_MsihyTqbV78__sent000013,/data/processed/segments/auto_20260624_095757/yt_MsihyTqbV78/yt_MsihyTqbV78__sent000013.wav,/data/processed/segments/auto_20260624_095757/yt_MsihyTqbV78/yt_MsihyTqbV78__sent000013.txt,112.84,126.05,13.21,phương xa ở trong đó cho dù gặp bao nhiêu thăng trầm họ vẫn có thể cất tiếng hát cho dù tuổi đã xế chiều vẫn có nụ cười nói ta chẳng lo về già về già nhất định vẫn phải dễ thương bạn có cảm nhận được,vtt,ready,aligned,speech_clean,1.0,,https://www.youtube.com/watch?v=MsihyTqbV78,Một tâm hồn thú vị có thể chữa lành tất cả | Sách Anne Tóc Đỏ Dưới Chái Nhà Xanh
yt_MsihyTqbV78,MsihyTqbV78,yt_MsihyTqbV78__sent000014,/data/processed/segments/auto_20260624_095757/yt_MsihyTqbV78/yt_MsihyTqbV78__sent000014.wav,/data/processed/segments/auto_20260624_095757/yt_MsihyTqbV78/yt_MsihyTqbV78__sent000014.txt,123.34,136.67,13.33,vẫn phải dễ thương bạn có cảm nhận được không Sức mạnh của sự thú vị các nhà khoa học thường bị sốc khi quan sát về thiên thể Lỗ sâu và các hạt trong vũ trụ thế giới bên dưới kính viễn vọng,vtt,ready,aligned,speech_clean,1.0,,https://www.youtube.com/watch?v=MsihyTqbV78,Một tâm hồn thú vị có thể chữa lành tất cả | Sách Anne Tóc Đỏ Dưới Chái Nhà Xanh
yt_MsihyTqbV78,MsihyTqbV78,yt_MsihyTqbV78__sent000015,/data/processed/segments/auto_20260624_095757/yt_MsihyTqbV78/yt_MsihyTqbV78__sent000015.wav,/data/processed/segments/auto_20260624_095757/yt_MsihyTqbV78/yt_MsihyTqbV78__sent000015.txt,133.78,142.13,8.35,hạt trong vũ trụ thế giới bên dưới kính viễn vọng thiên văn hay kính hiển vi thường vô cùng kỳ diệu ví dụ nhiều người cứ ngỡ,vtt,ready,aligned,speech_clean,1.0,,https://www.youtube.com/watch?v=MsihyTqbV78,Một tâm hồn thú vị có thể chữa lành tất cả | Sách Anne Tóc Đỏ Dưới Chái Nhà Xanh
yt_MsihyTqbV78,MsihyTqbV78,yt_MsihyTqbV78__sent000016,/data/processed/segments/auto_20260624_095757/yt_MsihyTqbV78/yt_MsihyTqbV78__sent000016.wav,/data/processed/segments/auto_20260624_095757/yt_MsihyTqbV78/yt_MsihyTqbV78__sent000016.txt,138.88,151.15,12.27,vô cùng kỳ diệu ví dụ nhiều người cứ ngỡ giọt nước nào cũng giống như giọt nước nào nhưng các nhà khoa học Đức Quan sát thấy bên trong mỗi giọt nước có một mô hình và mỗi mô hình đó đều là độc nhất,vtt,ready,aligned,speech_clean,1.0,,https://www.youtube.com/watch?v=MsihyTqbV78,Một tâm hồn thú vị có thể chữa lành tất cả | Sách Anne Tóc Đỏ Dưới Chái Nhà Xanh
yt_MsihyTqbV78,MsihyTqbV78,yt_MsihyTqbV78__sent000017,/data/processed/segments/auto_20260624_095757/yt_MsihyTqbV78/yt_MsihyTqbV78__sent000017.wav,/data/processed/segments/auto_20260624_095757/yt_MsihyTqbV78/yt_MsihyTqbV78__sent000017.txt,150.96,164.869,13.909,nhất từ góc độ này chúng ta thấy đứng tạo hóa cũng thật thú vị vạn vật trong vũ trụ vốn đều mang sẵn cho mình một sự thú vị và ngay cả bản thân chúng ta cũng như thế nhưng mà chúng ta đã sống ra sao dân,vtt,ready,aligned,speech_clean,1.0,,https://www.youtube.com/watch?v=MsihyTqbV78,Một tâm hồn thú vị có thể chữa lành tất cả | Sách Anne Tóc Đỏ Dưới Chái Nhà Xanh
yt_MsihyTqbV78,MsihyTqbV78,yt_MsihyTqbV78__sent000018,/data/processed/segments/auto_20260624_095757/yt_MsihyTqbV78/yt_MsihyTqbV78__sent000018.wav,/data/processed/segments/auto_20260624_095757/yt_MsihyTqbV78/yt_MsihyTqbV78__sent000018.txt,160.78,171.589,10.809,cũng như thế nhưng mà chúng ta đã sống ra sao dân ra nhiều người đã đánh mất hoặc không phát huy được bản chất thú vị như thế nào Người có vẻ ngoài đẹp đẽ trên đời,vtt,ready,aligned,speech_clean,1.0,,https://www.youtube.com/watch?v=MsihyTqbV78,Một tâm hồn thú vị có thể chữa lành tất cả | Sách Anne Tóc Đỏ Dưới Chái Nhà Xanh
yt_MsihyTqbV78,MsihyTqbV78,yt_MsihyTqbV78__sent000019,/data/processed/segments/auto_20260624_095757/yt_MsihyTqbV78/yt_MsihyTqbV78__sent000019.wav,/data/processed/segments/auto_20260624_095757/yt_MsihyTqbV78/yt_MsihyTqbV78__sent000019.txt,168.52,176.41,7.89,như thế nào Người có vẻ ngoài đẹp đẽ trên đời hàng trăm hàng vạn nhưng người có tâm hồn thú vị chỉ chiếm một phần rất nhỏ nhoi,vtt,ready,aligned,speech_clean,1.0,,https://www.youtube.com/watch?v=MsihyTqbV78,Một tâm hồn thú vị có thể chữa lành tất cả | Sách Anne Tóc Đỏ Dưới Chái Nhà Xanh
yt_MsihyTqbV78,MsihyTqbV78,yt_MsihyTqbV78__sent000020,/data/processed/segments/auto_20260624_095757/yt_MsihyTqbV78/yt_MsihyTqbV78__sent000020.wav,/data/processed/segments/auto_20260624_095757/yt_MsihyTqbV78/yt_MsihyTqbV78__sent000020.txt,176.22,188.15,11.93,nhoi thực sự thế gian này có quá ít tâm hồn thú vậy Nói đúng hơn sống thú vị là một năng lực hiếm có đối với người hiện đại bây giờ theo tác giả quá trình trưởng,vtt,ready,aligned,speech_clean,1.0,,https://www.youtube.com/watch?v=MsihyTqbV78,Một tâm hồn thú vị có thể chữa lành tất cả | Sách Anne Tóc Đỏ Dưới Chái Nhà Xanh
yt_MsihyTqbV78,MsihyTqbV78,yt_MsihyTqbV78__sent000021,/data/processed/segments/auto_20260624_095757/yt_MsihyTqbV78/yt_MsihyTqbV78__sent000021.wav,/data/processed/segments/auto_20260624_095757/yt_MsihyTqbV78/yt_MsihyTqbV78__sent000021.txt,184.66,192.71,8.05,hiện đại bây giờ theo tác giả quá trình trưởng thành của An ở trái nhà xanh là một câu chuyện chữa lành trong câu chuyện không,vtt,ready,aligned,speech_clean,1.0,,https://www.youtube.com/watch?v=MsihyTqbV78,Một tâm hồn thú vị có thể chữa lành tất cả | Sách Anne Tóc Đỏ Dưới Chái Nhà Xanh
yt_MsihyTqbV78,MsihyTqbV78,yt_MsihyTqbV78__sent000022,/data/processed/segments/auto_20260624_095757/yt_MsihyTqbV78/yt_MsihyTqbV78__sent000022.wav,/data/processed/segments/auto_20260624_095757/yt_MsihyTqbV78/yt_MsihyTqbV78__sent000022.txt,190.24,205.19,14.95,một câu chuyện chữa lành trong câu chuyện không có người xấu chỉ có người kỳ quặc không có điều không tốt đẹp chỉ có điều kỳ lạ có thể bạn lo lắng một câu chuyện thiếu mâu thuẫn xung đột cá nhân sẽ rất nhàm chán Nhưng mà ngược lại sự tuyệt vời của,vtt,ready,aligned,speech_clean,1.0,,https://www.youtube.com/watch?v=MsihyTqbV78,Một tâm hồn thú vị có thể chữa lành tất cả | Sách Anne Tóc Đỏ Dưới Chái Nhà Xanh
yt_MsihyTqbV78,MsihyTqbV78,yt_MsihyTqbV78__sent000023,/data/processed/segments/auto_20260624_095757/yt_MsihyTqbV78/yt_MsihyTqbV78__sent000023.wav,/data/processed/segments/auto_20260624_095757/yt_MsihyTqbV78/yt_MsihyTqbV78__sent000023.txt,202.42,208.19,5.77,nhàm chán Nhưng mà ngược lại sự tuyệt vời của nó sẽ khiến bạn không muốn dừng lại đọc,vtt,ready,aligned,speech_clean,1.0,,https://www.youtube.com/watch?v=MsihyTqbV78,Một tâm hồn thú vị có thể chữa lành tất cả | Sách Anne Tóc Đỏ Dưới Chái Nhà Xanh
yt_MsihyTqbV78,MsihyTqbV78,yt_MsihyTqbV78__sent000024,/data/processed/segments/auto_20260624_095757/yt_MsihyTqbV78/yt_MsihyTqbV78__sent000024.wav,/data/processed/segments/auto_20260624_095757/yt_MsihyTqbV78/yt_MsihyTqbV78__sent000024.txt,205.0,219.89,14.89,vời của nó sẽ khiến bạn không muốn dừng lại đọc xong cuốn sách này bạn sẽ thấy rằng những khó khăn đau khổ buồn tẻ Trong cuộc sống của chính bạn Nếu có thể thay đổi và chữa lành bằng một tâm hồn thú vị dù cuộc sống như thế nào việc của bạn,vtt,ready,aligned,speech_clean,1.0,,https://www.youtube.com/watch?v=MsihyTqbV78,Một tâm hồn thú vị có thể chữa lành tất cả | Sách Anne Tóc Đỏ Dưới Chái Nhà Xanh
yt_MsihyTqbV78,MsihyTqbV78,yt_MsihyTqbV78__sent000025,/data/processed/segments/auto_20260624_095757/yt_MsihyTqbV78/yt_MsihyTqbV78__sent000025.wav,/data/processed/segments/auto_20260624_095757/yt_MsihyTqbV78/yt_MsihyTqbV78__sent000025.txt,217.14,224.11,6.97,vị dù cuộc sống như thế nào việc của bạn lại cứ thú vị thôi tất cả đã đều được an bài,vtt,ready,aligned,speech_clean,1.0,,https://www.youtube.com/watch?v=MsihyTqbV78,Một tâm hồn thú vị có thể chữa lành tất cả | Sách Anne Tóc Đỏ Dưới Chái Nhà Xanh
yt_MsihyTqbV78,MsihyTqbV78,yt_MsihyTqbV78__sent000026,/data/processed/segments/auto_20260624_095757/yt_MsihyTqbV78/yt_MsihyTqbV78__sent000026.wav,/data/processed/segments/auto_20260624_095757/yt_MsihyTqbV78/yt_MsihyTqbV78__sent000026.txt,223.92,237.11,13.19,bài rồi bây giờ mời các bạn cùng lắng nghe một chia sẻ của bathrotion với nội dung mang tên một tâm hồn thú vị có thể chữa lành tất cả qua cuốn tiểu thuyết An tóc đỏ dưới trái nhà xanh của nhà văn nổi,vtt,ready,aligned,speech_clean,1.0,,https://www.youtube.com/watch?v=MsihyTqbV78,Một tâm hồn thú vị có thể chữa lành tất cả | Sách Anne Tóc Đỏ Dưới Chái Nhà Xanh
yt_MsihyTqbV78,MsihyTqbV78,yt_MsihyTqbV78__sent000027,/data/processed/segments/auto_20260624_095757/yt_MsihyTqbV78/yt_MsihyTqbV78__sent000027.wav,/data/processed/segments/auto_20260624_095757/yt_MsihyTqbV78/yt_MsihyTqbV78__sent000027.txt,234.64,240.25,5.61,tóc đỏ dưới trái nhà xanh của nhà văn nổi tiếng luxemacomary,vtt,ready,aligned,speech_clean,1.0,,https://www.youtube.com/watch?v=MsihyTqbV78,Một tâm hồn thú vị có thể chữa lành tất cả | Sách Anne Tóc Đỏ Dưới Chái Nhà Xanh
yt_MsihyTqbV78,MsihyTqbV78,yt_MsihyTqbV78__sent000028,/data/processed/segments/auto_20260624_095757/yt_MsihyTqbV78/yt_MsihyTqbV78__sent000028.wav,/data/processed/segments/auto_20260624_095757/yt_MsihyTqbV78/yt_MsihyTqbV78__sent000028.txt,240.06,248.17,8.11,luxemacomary [âm nhạc],vtt,ready,aligned,needs_review,0.65,low_token_density,https://www.youtube.com/watch?v=MsihyTqbV78,Một tâm hồn thú vị có thể chữa lành tất cả | Sách Anne Tóc Đỏ Dưới Chái Nhà Xanh
yt_MsihyTqbV78,MsihyTqbV78,yt_MsihyTqbV78__sent000029,/data/processed/segments/auto_20260624_095757/yt_MsihyTqbV78/yt_MsihyTqbV78__sent000029.wav,/data/processed/segments/auto_20260624_095757/yt_MsihyTqbV78/yt_MsihyTqbV78__sent000029.txt,240.06,255.069,15.009,luxemacomary [âm nhạc] cuộc sống thú vị một nửa phải là núi sông hồ biển,vtt,ready,aligned,speech_clean,1.0,,https://www.youtube.com/watch?v=MsihyTqbV78,Một tâm hồn thú vị có thể chữa lành tất cả | Sách Anne Tóc Đỏ Dưới Chái Nhà Xanh
yt_MsihyTqbV78,MsihyTqbV78,yt_MsihyTqbV78__sent000030,/data/processed/segments/auto_20260624_095757/yt_MsihyTqbV78/yt_MsihyTqbV78__sent000030.wav,/data/processed/segments/auto_20260624_095757/yt_MsihyTqbV78/yt_MsihyTqbV78__sent000030.txt,250.959,267.95,16.991,là núi sông hồ biển trên đảo hoàng tử Edward có hai người già kỳ quặc morida và menu sống ở trái nhà xanh Họ là một cặp anh em chưa bao giờ kết hôn không có con sống thu mình,vtt,ready,aligned,speech_clean,1.0,,https://www.youtube.com/watch?v=MsihyTqbV78,Một tâm hồn thú vị có thể chữa lành tất cả | Sách Anne Tóc Đỏ Dưới Chái Nhà Xanh
yt_MsihyTqbV78,MsihyTqbV78,yt_MsihyTqbV78__sent000031,/data/processed/segments/auto_20260624_095757/yt_MsihyTqbV78/yt_MsihyTqbV78__sent000031.wav,/data/processed/segments/auto_20260624_095757/yt_MsihyTqbV78/yt_MsihyTqbV78__sent000031.txt,265.059,271.01,5.951,chưa bao giờ kết hôn không có con sống thu mình và khó gần đối với hai người họ cuộc,vtt,ready,aligned,speech_clean,1.0,,https://www.youtube.com/watch?v=MsihyTqbV78,Một tâm hồn thú vị có thể chữa lành tất cả | Sách Anne Tóc Đỏ Dưới Chái Nhà Xanh
yt_MsihyTqbV78,MsihyTqbV78,yt_MsihyTqbV78__sent000032,/data/processed/segments/auto_20260624_095757/yt_MsihyTqbV78/yt_MsihyTqbV78__sent000032.wav,/data/processed/segments/auto_20260624_095757/yt_MsihyTqbV78/yt_MsihyTqbV78__sent000032.txt,267.76,276.61,8.85,thu mình và khó gần đối với hai người họ cuộc sống ở trái nhà xanh giống như vũng nước đọng Gần nhà mấy chục năm vẫn yên tĩnh như vậy,vtt,ready,aligned,speech_clean,1.0,,https://www.youtube.com/watch?v=MsihyTqbV78,Một tâm hồn thú vị có thể chữa lành tất cả | Sách Anne Tóc Đỏ Dưới Chái Nhà Xanh
yt_MsihyTqbV78,MsihyTqbV78,yt_MsihyTqbV78__sent000033,/data/processed/segments/auto_20260624_095757/yt_MsihyTqbV78/yt_MsihyTqbV78__sent000033.wav,/data/processed/segments/auto_20260624_095757/yt_MsihyTqbV78/yt_MsihyTqbV78__sent000033.txt,276.42,290.93,14.51,vậy Hàng ngày bà ấy vẫn luôn cặm cụi chỉ có củi dầu mắm muối hơn 60 năm qua bà chưa bao giờ đặt chân ra khỏi nơi đây ngày nào cũng ăn đúng giờ ngủ đúng giấc dệt vải may quần áo chăn gia súc và cừu,vtt,ready,aligned,speech_clean,1.0,,https://www.youtube.com/watch?v=MsihyTqbV78,Một tâm hồn thú vị có thể chữa lành tất cả | Sách Anne Tóc Đỏ Dưới Chái Nhà Xanh
yt_MsihyTqbV78,MsihyTqbV78,yt_MsihyTqbV78__sent000034,/data/processed/segments/auto_20260624_095757/yt_MsihyTqbV78/yt_MsihyTqbV78__sent000034.wav,/data/processed/segments/auto_20260624_095757/yt_MsihyTqbV78/yt_MsihyTqbV78__sent000034.txt,288.279,295.629,7.35,dệt vải may quần áo chăn gia súc và cừu không có một sở thích nào khác cũng chẳng có bạn bè để trò chuyện,vtt,ready,aligned,speech_clean,1.0,,https://www.youtube.com/watch?v=MsihyTqbV78,Một tâm hồn thú vị có thể chữa lành tất cả | Sách Anne Tóc Đỏ Dưới Chái Nhà Xanh
yt_MsihyTqbV78,MsihyTqbV78,yt_MsihyTqbV78__sent000035,/data/processed/segments/auto_20260624_095757/yt_MsihyTqbV78/yt_MsihyTqbV78__sent000035.wav,/data/processed/segments/auto_20260624_095757/yt_MsihyTqbV78/yt_MsihyTqbV78__sent000035.txt,295.439,302.45,7.011,chuyện còn nhân vật An cô bé mồ côi được cô nhi viện tới đây làm con nuôi Cô bé vừa mới,vtt,ready,aligned,speech_clean,1.0,,https://www.youtube.com/watch?v=MsihyTqbV78,Một tâm hồn thú vị có thể chữa lành tất cả | Sách Anne Tóc Đỏ Dưới Chái Nhà Xanh
yt_MsihyTqbV78,MsihyTqbV78,yt_MsihyTqbV78__sent000036,/data/processed/segments/auto_20260624_095757/yt_MsihyTqbV78/yt_MsihyTqbV78__sent000036.wav,/data/processed/segments/auto_20260624_095757/yt_MsihyTqbV78/yt_MsihyTqbV78__sent000036.txt,299.14,312.129,12.989,cô nhi viện tới đây làm con nuôi Cô bé vừa mới đến nhưng ngay lập tức bị mê hoặc bởi phong cảnh của trái nhà xanh nhưng bà Marina đã cảnh báo cô bé Rằng Đừng nhìn vào những thứ vô dụng đó,vtt,ready,aligned,speech_clean,1.0,,https://www.youtube.com/watch?v=MsihyTqbV78,Một tâm hồn thú vị có thể chữa lành tất cả | Sách Anne Tóc Đỏ Dưới Chái Nhà Xanh
yt_MsihyTqbV78,MsihyTqbV78,yt_MsihyTqbV78__sent000037,/data/processed/segments/auto_20260624_095757/yt_MsihyTqbV78/yt_MsihyTqbV78__sent000037.wav,/data/processed/segments/auto_20260624_095757/yt_MsihyTqbV78/yt_MsihyTqbV78__sent000037.txt,311.939,325.27,13.331,đó cây anh đào trong sân nở hoa trắng như tuyết an đã hào hứng gọi đó là nàng Bạch Tuyết nhưng bà Marina lại nói với một giọng khó chịu quả của cái cây đó vừa nhỏ vừa chat thu hút rất nhiều bọ,vtt,ready,aligned,speech_clean,1.0,,https://www.youtube.com/watch?v=MsihyTqbV78,Một tâm hồn thú vị có thể chữa lành tất cả | Sách Anne Tóc Đỏ Dưới Chái Nhà Xanh
yt_MsihyTqbV78,MsihyTqbV78,yt_MsihyTqbV78__sent000038,/data/processed/segments/auto_20260624_095757/yt_MsihyTqbV78/yt_MsihyTqbV78__sent000038.wav,/data/processed/segments/auto_20260624_095757/yt_MsihyTqbV78/yt_MsihyTqbV78__sent000038.txt,325.08,338.33,13.25,bọ thật ra cuộc sống là một tấm gương phản chiếu diện mạo của chính bạn Nếu bạn vô vị cuộc sống sẽ nhàm chán Nếu bạn dành cả cuộc đời bận rộn chỉ vì một cuộc sống cơ bản nhất bạn sẽ chỉ có thể bỏ bê,vtt,ready,aligned,speech_clean,1.0,,https://www.youtube.com/watch?v=MsihyTqbV78,Một tâm hồn thú vị có thể chữa lành tất cả | Sách Anne Tóc Đỏ Dưới Chái Nhà Xanh
yt_MsihyTqbV78,MsihyTqbV78,yt_MsihyTqbV78__sent000039,/data/processed/segments/auto_20260624_095757/yt_MsihyTqbV78/yt_MsihyTqbV78__sent000039.wav,/data/processed/segments/auto_20260624_095757/yt_MsihyTqbV78/yt_MsihyTqbV78__sent000039.txt,335.62,350.81,15.19,cuộc sống cơ bản nhất bạn sẽ chỉ có thể bỏ bê chính mình một tâm hồn thú vị là một tâm hồn ngay cả khi trong tình trạng đen tối nhất vẫn có thể giữ được sự ngạc nhiên đối với cuộc sống để mà phát hiện ra những điều thú vị mà vũ trụ Vốn đã tạo,vtt,ready,aligned,speech_clean,1.0,,https://www.youtube.com/watch?v=MsihyTqbV78,Một tâm hồn thú vị có thể chữa lành tất cả | Sách Anne Tóc Đỏ Dưới Chái Nhà Xanh
