audio_id,video_id,segment_id,segment_file,transcript_file,start,end,duration,text,transcript_source,transcript_status,vad_status,source_url,title
yt_kPLZ0TpNNA8,kPLZ0TpNNA8,yt_kPLZ0TpNNA8__sent000011,/data/processed/segments/auto_20260616_091809/yt_kPLZ0TpNNA8/yt_kPLZ0TpNNA8__sent000011.wav,/data/processed/segments/auto_20260616_091809/yt_kPLZ0TpNNA8/yt_kPLZ0TpNNA8__sent000011.txt,114.904,126.904,12.0,Hãy subscribe cho kênh Ghiền Mì Gõ Để không bỏ lỡ những video hấp dẫn,asr,ready,speech_region,https://www.youtube.com/watch?v=kPLZ0TpNNA8,Bé Quang Bình ông cụ non thông minh lém lĩnh với khả năng Tiếng Anh siêu đẳng | Mặt Trời Bé Con
yt_kPLZ0TpNNA8,kPLZ0TpNNA8,yt_kPLZ0TpNNA8__sent000012,/data/processed/segments/auto_20260616_091809/yt_kPLZ0TpNNA8/yt_kPLZ0TpNNA8__sent000012.wav,/data/processed/segments/auto_20260616_091809/yt_kPLZ0TpNNA8/yt_kPLZ0TpNNA8__sent000012.txt,126.904,138.904,12.0,"Mình muốn hỏi bố mẹ cháu Quang Bình xem là cháu nó nói tiếng Anh từ năm bao nhiêu tuổi anh? 3 tuổi ạ À 3 tuổi, 3 tuổi là trước nó rồi",asr,ready,speech_region,https://www.youtube.com/watch?v=kPLZ0TpNNA8,Bé Quang Bình ông cụ non thông minh lém lĩnh với khả năng Tiếng Anh siêu đẳng | Mặt Trời Bé Con
yt_kPLZ0TpNNA8,kPLZ0TpNNA8,yt_kPLZ0TpNNA8__sent000013,/data/processed/segments/auto_20260616_091809/yt_kPLZ0TpNNA8/yt_kPLZ0TpNNA8__sent000013.wav,/data/processed/segments/auto_20260616_091809/yt_kPLZ0TpNNA8/yt_kPLZ0TpNNA8__sent000013.txt,138.904,150.904,12.0,Ba thử biết nói thì ai là người dạy cháu đầu tiên? Cháu tự học Cháu tự học á? Cháu tự học ở đâu? Cháu tự học ở trong máy tính Ai bắt?,asr,ready,speech_region,https://www.youtube.com/watch?v=kPLZ0TpNNA8,Bé Quang Bình ông cụ non thông minh lém lĩnh với khả năng Tiếng Anh siêu đẳng | Mặt Trời Bé Con
yt_kPLZ0TpNNA8,kPLZ0TpNNA8,yt_kPLZ0TpNNA8__sent000014,/data/processed/segments/auto_20260616_091809/yt_kPLZ0TpNNA8/yt_kPLZ0TpNNA8__sent000014.wav,/data/processed/segments/auto_20260616_091809/yt_kPLZ0TpNNA8/yt_kPLZ0TpNNA8__sent000014.txt,150.904,162.904,12.0,À cháu bật iPad lên xong cháu tự học ở trên đấy Vâng là cháu phải học để con dạy bố mẹ À cháu học để dạy bố mẹ đúng không? Sao?,asr,ready,speech_region,https://www.youtube.com/watch?v=kPLZ0TpNNA8,Bé Quang Bình ông cụ non thông minh lém lĩnh với khả năng Tiếng Anh siêu đẳng | Mặt Trời Bé Con
yt_kPLZ0TpNNA8,kPLZ0TpNNA8,yt_kPLZ0TpNNA8__sent000015,/data/processed/segments/auto_20260616_091809/yt_kPLZ0TpNNA8/yt_kPLZ0TpNNA8__sent000015.wav,/data/processed/segments/auto_20260616_091809/yt_kPLZ0TpNNA8/yt_kPLZ0TpNNA8__sent000015.txt,162.904,174.904,12.0,"Cháu định đi đâu đây? Cháu đi đâu? Cháu chỉ đứng thế này thôi. Không thích ngồi à? Thích đứng à? Không phải, con nghe cháu đứng cho nó khỏe. À, đứng cho nó khỏe.",asr,ready,speech_region,https://www.youtube.com/watch?v=kPLZ0TpNNA8,Bé Quang Bình ông cụ non thông minh lém lĩnh với khả năng Tiếng Anh siêu đẳng | Mặt Trời Bé Con
yt_kPLZ0TpNNA8,kPLZ0TpNNA8,yt_kPLZ0TpNNA8__sent000016,/data/processed/segments/auto_20260616_091809/yt_kPLZ0TpNNA8/yt_kPLZ0TpNNA8__sent000016.wav,/data/processed/segments/auto_20260616_091809/yt_kPLZ0TpNNA8/yt_kPLZ0TpNNA8__sent000016.txt,174.904,186.904,12.0,Hãy subscribe cho kênh Ghiền Mì Gõ Để không bỏ lỡ những video hấp dẫn,asr,ready,speech_region,https://www.youtube.com/watch?v=kPLZ0TpNNA8,Bé Quang Bình ông cụ non thông minh lém lĩnh với khả năng Tiếng Anh siêu đẳng | Mặt Trời Bé Con
yt_kPLZ0TpNNA8,kPLZ0TpNNA8,yt_kPLZ0TpNNA8__sent000017,/data/processed/segments/auto_20260616_091809/yt_kPLZ0TpNNA8/yt_kPLZ0TpNNA8__sent000017.wav,/data/processed/segments/auto_20260616_091809/yt_kPLZ0TpNNA8/yt_kPLZ0TpNNA8__sent000017.txt,186.904,198.904,12.0,Nằm ở châu Âu Nằm ở châu Âu Thế Việt Nam mình là nằm ở đâu? Việt Nam nằm ở châu Á,asr,ready,speech_region,https://www.youtube.com/watch?v=kPLZ0TpNNA8,Bé Quang Bình ông cụ non thông minh lém lĩnh với khả năng Tiếng Anh siêu đẳng | Mặt Trời Bé Con
yt_kPLZ0TpNNA8,kPLZ0TpNNA8,yt_kPLZ0TpNNA8__sent000018,/data/processed/segments/auto_20260616_091809/yt_kPLZ0TpNNA8/yt_kPLZ0TpNNA8__sent000018.wav,/data/processed/segments/auto_20260616_091809/yt_kPLZ0TpNNA8/yt_kPLZ0TpNNA8__sent000018.txt,198.904,210.904,12.0,Cháu có biết cờ Việt Nam không? Là cờ Việt Nam thì anh là Việt Nam Việt Nam Cháu có biết nhiều cờ không? Cháu thử xem,asr,ready,speech_region,https://www.youtube.com/watch?v=kPLZ0TpNNA8,Bé Quang Bình ông cụ non thông minh lém lĩnh với khả năng Tiếng Anh siêu đẳng | Mặt Trời Bé Con
yt_kPLZ0TpNNA8,kPLZ0TpNNA8,yt_kPLZ0TpNNA8__sent000019,/data/processed/segments/auto_20260616_091809/yt_kPLZ0TpNNA8/yt_kPLZ0TpNNA8__sent000019.wav,/data/processed/segments/auto_20260616_091809/yt_kPLZ0TpNNA8/yt_kPLZ0TpNNA8__sent000019.txt,210.904,214.786,3.882,Cảm ơn các bạn đã theo dõi và hẹn gặp lại.,asr,ready,speech_region,https://www.youtube.com/watch?v=kPLZ0TpNNA8,Bé Quang Bình ông cụ non thông minh lém lĩnh với khả năng Tiếng Anh siêu đẳng | Mặt Trời Bé Con
yt_kPLZ0TpNNA8,kPLZ0TpNNA8,yt_kPLZ0TpNNA8__sent000020,/data/processed/segments/auto_20260616_091809/yt_kPLZ0TpNNA8/yt_kPLZ0TpNNA8__sent000020.wav,/data/processed/segments/auto_20260616_091809/yt_kPLZ0TpNNA8/yt_kPLZ0TpNNA8__sent000020.txt,215.192,216.962,1.77,Cháu biết á,asr,ready,speech_region,https://www.youtube.com/watch?v=kPLZ0TpNNA8,Bé Quang Bình ông cụ non thông minh lém lĩnh với khả năng Tiếng Anh siêu đẳng | Mặt Trời Bé Con
yt_kPLZ0TpNNA8,kPLZ0TpNNA8,yt_kPLZ0TpNNA8__sent000021,/data/processed/segments/auto_20260616_091809/yt_kPLZ0TpNNA8/yt_kPLZ0TpNNA8__sent000021.wav,/data/processed/segments/auto_20260616_091809/yt_kPLZ0TpNNA8/yt_kPLZ0TpNNA8__sent000021.txt,217.272,218.114,0.842,Thật không?,asr,ready,speech_region,https://www.youtube.com/watch?v=kPLZ0TpNNA8,Bé Quang Bình ông cụ non thông minh lém lĩnh với khả năng Tiếng Anh siêu đẳng | Mặt Trời Bé Con
yt_kPLZ0TpNNA8,kPLZ0TpNNA8,yt_kPLZ0TpNNA8__sent000022,/data/processed/segments/auto_20260616_091809/yt_kPLZ0TpNNA8/yt_kPLZ0TpNNA8__sent000022.wav,/data/processed/segments/auto_20260616_091809/yt_kPLZ0TpNNA8/yt_kPLZ0TpNNA8__sent000022.txt,218.904,230.904,12.0,"Mình thử nhé. Chúng ta sẽ thử xem xem là cháu ấy nhận ra lá cờ của những đất nước nào. Ví dụ cá nhân tôi, tôi không dám tự tin là mình biết cờ của quá 30 nước. Bây giờ thì chúng ta...",asr,ready,speech_region,https://www.youtube.com/watch?v=kPLZ0TpNNA8,Bé Quang Bình ông cụ non thông minh lém lĩnh với khả năng Tiếng Anh siêu đẳng | Mặt Trời Bé Con
yt_kPLZ0TpNNA8,kPLZ0TpNNA8,yt_kPLZ0TpNNA8__sent000023,/data/processed/segments/auto_20260616_091809/yt_kPLZ0TpNNA8/yt_kPLZ0TpNNA8__sent000023.wav,/data/processed/segments/auto_20260616_091809/yt_kPLZ0TpNNA8/yt_kPLZ0TpNNA8__sent000023.txt,230.904,234.946,4.042,Chúng ta sẽ để cho cháu biểu diễn,asr,ready,speech_region,https://www.youtube.com/watch?v=kPLZ0TpNNA8,Bé Quang Bình ông cụ non thông minh lém lĩnh với khả năng Tiếng Anh siêu đẳng | Mặt Trời Bé Con
yt_kPLZ0TpNNA8,kPLZ0TpNNA8,yt_kPLZ0TpNNA8__sent000024,/data/processed/segments/auto_20260616_091809/yt_kPLZ0TpNNA8/yt_kPLZ0TpNNA8__sent000024.wav,/data/processed/segments/auto_20260616_091809/yt_kPLZ0TpNNA8/yt_kPLZ0TpNNA8__sent000024.txt,235.192,247.192,12.0,Cái khả năng của cháu Được không ạ? Chúng ta sẽ kiểm trí Cháu sẽ ngồi đây Được không?,asr,ready,speech_region,https://www.youtube.com/watch?v=kPLZ0TpNNA8,Bé Quang Bình ông cụ non thông minh lém lĩnh với khả năng Tiếng Anh siêu đẳng | Mặt Trời Bé Con
yt_kPLZ0TpNNA8,kPLZ0TpNNA8,yt_kPLZ0TpNNA8__sent000025,/data/processed/segments/auto_20260616_091809/yt_kPLZ0TpNNA8/yt_kPLZ0TpNNA8__sent000025.wav,/data/processed/segments/auto_20260616_091809/yt_kPLZ0TpNNA8/yt_kPLZ0TpNNA8__sent000025.txt,247.192,259.192,12.0,Cảm ơn các bạn đã theo dõi và hẹn gặp lại.,asr,ready,speech_region,https://www.youtube.com/watch?v=kPLZ0TpNNA8,Bé Quang Bình ông cụ non thông minh lém lĩnh với khả năng Tiếng Anh siêu đẳng | Mặt Trời Bé Con
yt_kPLZ0TpNNA8,kPLZ0TpNNA8,yt_kPLZ0TpNNA8__sent000026,/data/processed/segments/auto_20260616_091809/yt_kPLZ0TpNNA8/yt_kPLZ0TpNNA8__sent000026.wav,/data/processed/segments/auto_20260616_091809/yt_kPLZ0TpNNA8/yt_kPLZ0TpNNA8__sent000026.txt,259.192,270.338,11.146,Rồi bây giờ chúng ta sẽ thử xem những gì mà Quang Bình vừa nói với chúng ta,asr,ready,speech_region,https://www.youtube.com/watch?v=kPLZ0TpNNA8,Bé Quang Bình ông cụ non thông minh lém lĩnh với khả năng Tiếng Anh siêu đẳng | Mặt Trời Bé Con
yt_kPLZ0TpNNA8,kPLZ0TpNNA8,yt_kPLZ0TpNNA8__sent000027,/data/processed/segments/auto_20260616_091809/yt_kPLZ0TpNNA8/yt_kPLZ0TpNNA8__sent000027.wav,/data/processed/segments/auto_20260616_091809/yt_kPLZ0TpNNA8/yt_kPLZ0TpNNA8__sent000027.txt,270.744,271.874,1.13,Đúng đến đâu.,asr,ready,speech_region,https://www.youtube.com/watch?v=kPLZ0TpNNA8,Bé Quang Bình ông cụ non thông minh lém lĩnh với khả năng Tiếng Anh siêu đẳng | Mặt Trời Bé Con
yt_kPLZ0TpNNA8,kPLZ0TpNNA8,yt_kPLZ0TpNNA8__sent000028,/data/processed/segments/auto_20260616_091809/yt_kPLZ0TpNNA8/yt_kPLZ0TpNNA8__sent000028.wav,/data/processed/segments/auto_20260616_091809/yt_kPLZ0TpNNA8/yt_kPLZ0TpNNA8__sent000028.txt,272.664,281.314,8.65,"Ơ, cháu cứ ngồi trên đây đi, ngồi nha để bác đỡ cháu lên, nào, rồi cháu ngồi im nha, ngồi im để mình nhìn lần trước.",asr,ready,speech_region,https://www.youtube.com/watch?v=kPLZ0TpNNA8,Bé Quang Bình ông cụ non thông minh lém lĩnh với khả năng Tiếng Anh siêu đẳng | Mặt Trời Bé Con
yt_kPLZ0TpNNA8,kPLZ0TpNNA8,yt_kPLZ0TpNNA8__sent000029,/data/processed/segments/auto_20260616_091809/yt_kPLZ0TpNNA8/yt_kPLZ0TpNNA8__sent000029.wav,/data/processed/segments/auto_20260616_091809/yt_kPLZ0TpNNA8/yt_kPLZ0TpNNA8__sent000029.txt,281.656,293.656,12.0,Và cháu sẽ nói cờ của nước nào.,asr,ready,speech_region,https://www.youtube.com/watch?v=kPLZ0TpNNA8,Bé Quang Bình ông cụ non thông minh lém lĩnh với khả năng Tiếng Anh siêu đẳng | Mặt Trời Bé Con
yt_kPLZ0TpNNA8,kPLZ0TpNNA8,yt_kPLZ0TpNNA8__sent000030,/data/processed/segments/auto_20260616_091809/yt_kPLZ0TpNNA8/yt_kPLZ0TpNNA8__sent000030.wav,/data/processed/segments/auto_20260616_091809/yt_kPLZ0TpNNA8/yt_kPLZ0TpNNA8__sent000030.txt,293.656,305.656,12.0,Chúng ta sẽ xem lá cờ tiếp theo Jordan Vâng Tiếp theo,asr,ready,speech_region,https://www.youtube.com/watch?v=kPLZ0TpNNA8,Bé Quang Bình ông cụ non thông minh lém lĩnh với khả năng Tiếng Anh siêu đẳng | Mặt Trời Bé Con
yt_kPLZ0TpNNA8,kPLZ0TpNNA8,yt_kPLZ0TpNNA8__sent000031,/data/processed/segments/auto_20260616_091809/yt_kPLZ0TpNNA8/yt_kPLZ0TpNNA8__sent000031.wav,/data/processed/segments/auto_20260616_091809/yt_kPLZ0TpNNA8/yt_kPLZ0TpNNA8__sent000031.txt,305.656,317.656,12.0,Hãy subscribe cho kênh La La School Để không bỏ lỡ những video hấp dẫn,asr,ready,speech_region,https://www.youtube.com/watch?v=kPLZ0TpNNA8,Bé Quang Bình ông cụ non thông minh lém lĩnh với khả năng Tiếng Anh siêu đẳng | Mặt Trời Bé Con
yt_kPLZ0TpNNA8,kPLZ0TpNNA8,yt_kPLZ0TpNNA8__sent000032,/data/processed/segments/auto_20260616_091809/yt_kPLZ0TpNNA8/yt_kPLZ0TpNNA8__sent000032.wav,/data/processed/segments/auto_20260616_091809/yt_kPLZ0TpNNA8/yt_kPLZ0TpNNA8__sent000032.txt,317.656,326.818,9.162,"Thử xem châu khác được không? Thử xem châu khác, không phải châu Á sao nà",asr,ready,speech_region,https://www.youtube.com/watch?v=kPLZ0TpNNA8,Bé Quang Bình ông cụ non thông minh lém lĩnh với khả năng Tiếng Anh siêu đẳng | Mặt Trời Bé Con
yt_kPLZ0TpNNA8,kPLZ0TpNNA8,yt_kPLZ0TpNNA8__sent000033,/data/processed/segments/auto_20260616_091809/yt_kPLZ0TpNNA8/yt_kPLZ0TpNNA8__sent000033.wav,/data/processed/segments/auto_20260616_091809/yt_kPLZ0TpNNA8/yt_kPLZ0TpNNA8__sent000033.txt,328.28,340.28,12.0,Hãy subscribe cho kênh La La School Để không bỏ lỡ những video hấp dẫn,asr,ready,speech_region,https://www.youtube.com/watch?v=kPLZ0TpNNA8,Bé Quang Bình ông cụ non thông minh lém lĩnh với khả năng Tiếng Anh siêu đẳng | Mặt Trời Bé Con
yt_kPLZ0TpNNA8,kPLZ0TpNNA8,yt_kPLZ0TpNNA8__sent000034,/data/processed/segments/auto_20260616_091809/yt_kPLZ0TpNNA8/yt_kPLZ0TpNNA8__sent000034.wav,/data/processed/segments/auto_20260616_091809/yt_kPLZ0TpNNA8/yt_kPLZ0TpNNA8__sent000034.txt,340.28,352.28,12.0,Cảm ơn các bạn đã theo dõi và hẹn gặp lại.,asr,ready,speech_region,https://www.youtube.com/watch?v=kPLZ0TpNNA8,Bé Quang Bình ông cụ non thông minh lém lĩnh với khả năng Tiếng Anh siêu đẳng | Mặt Trời Bé Con
yt_kPLZ0TpNNA8,kPLZ0TpNNA8,yt_kPLZ0TpNNA8__sent000035,/data/processed/segments/auto_20260616_091809/yt_kPLZ0TpNNA8/yt_kPLZ0TpNNA8__sent000035.wav,/data/processed/segments/auto_20260616_091809/yt_kPLZ0TpNNA8/yt_kPLZ0TpNNA8__sent000035.txt,352.28,364.28,12.0,Cảm ơn các bạn đã theo dõi và hẹn gặp lại.,asr,ready,speech_region,https://www.youtube.com/watch?v=kPLZ0TpNNA8,Bé Quang Bình ông cụ non thông minh lém lĩnh với khả năng Tiếng Anh siêu đẳng | Mặt Trời Bé Con
yt_kPLZ0TpNNA8,kPLZ0TpNNA8,yt_kPLZ0TpNNA8__sent000036,/data/processed/segments/auto_20260616_091809/yt_kPLZ0TpNNA8/yt_kPLZ0TpNNA8__sent000036.wav,/data/processed/segments/auto_20260616_091809/yt_kPLZ0TpNNA8/yt_kPLZ0TpNNA8__sent000036.txt,364.28,366.818,2.538,Bây giờ chúng ta lại tiếp tục,asr,ready,speech_region,https://www.youtube.com/watch?v=kPLZ0TpNNA8,Bé Quang Bình ông cụ non thông minh lém lĩnh với khả năng Tiếng Anh siêu đẳng | Mặt Trời Bé Con
yt_kPLZ0TpNNA8,kPLZ0TpNNA8,yt_kPLZ0TpNNA8__sent000037,/data/processed/segments/auto_20260616_091809/yt_kPLZ0TpNNA8/yt_kPLZ0TpNNA8__sent000037.wav,/data/processed/segments/auto_20260616_091809/yt_kPLZ0TpNNA8/yt_kPLZ0TpNNA8__sent000037.txt,367.416,368.13,0.714,Sáng.,asr,ready,speech_region,https://www.youtube.com/watch?v=kPLZ0TpNNA8,Bé Quang Bình ông cụ non thông minh lém lĩnh với khả năng Tiếng Anh siêu đẳng | Mặt Trời Bé Con
yt_kPLZ0TpNNA8,kPLZ0TpNNA8,yt_kPLZ0TpNNA8__sent000038,/data/processed/segments/auto_20260616_091809/yt_kPLZ0TpNNA8/yt_kPLZ0TpNNA8__sent000038.wav,/data/processed/segments/auto_20260616_091809/yt_kPLZ0TpNNA8/yt_kPLZ0TpNNA8__sent000038.txt,368.472,380.472,12.0,"Những nước tiếp theo nè Marshall Island Còn này thì tôi chịu, nhiều người chịu, tôi tin chắc là như vậy",asr,ready,speech_region,https://www.youtube.com/watch?v=kPLZ0TpNNA8,Bé Quang Bình ông cụ non thông minh lém lĩnh với khả năng Tiếng Anh siêu đẳng | Mặt Trời Bé Con
yt_kPLZ0TpNNA8,kPLZ0TpNNA8,yt_kPLZ0TpNNA8__sent000039,/data/processed/segments/auto_20260616_091809/yt_kPLZ0TpNNA8/yt_kPLZ0TpNNA8__sent000039.wav,/data/processed/segments/auto_20260616_091809/yt_kPLZ0TpNNA8/yt_kPLZ0TpNNA8__sent000039.txt,380.472,392.472,12.0,Nhìn xíu lắm. Bà bà không nhìn kỹ.,asr,ready,speech_region,https://www.youtube.com/watch?v=kPLZ0TpNNA8,Bé Quang Bình ông cụ non thông minh lém lĩnh với khả năng Tiếng Anh siêu đẳng | Mặt Trời Bé Con
yt_kPLZ0TpNNA8,kPLZ0TpNNA8,yt_kPLZ0TpNNA8__sent000040,/data/processed/segments/auto_20260616_091809/yt_kPLZ0TpNNA8/yt_kPLZ0TpNNA8__sent000040.wav,/data/processed/segments/auto_20260616_091809/yt_kPLZ0TpNNA8/yt_kPLZ0TpNNA8__sent000040.txt,392.472,404.472,12.0,Những lá cờ rất lạ và Quang Bình nhớ được tất cả. Tom down. Chính xác. Chúng ta.,asr,ready,speech_region,https://www.youtube.com/watch?v=kPLZ0TpNNA8,Bé Quang Bình ông cụ non thông minh lém lĩnh với khả năng Tiếng Anh siêu đẳng | Mặt Trời Bé Con
yt_kPLZ0TpNNA8,kPLZ0TpNNA8,yt_kPLZ0TpNNA8__sent000041,/data/processed/segments/auto_20260616_091809/yt_kPLZ0TpNNA8/yt_kPLZ0TpNNA8__sent000041.wav,/data/processed/segments/auto_20260616_091809/yt_kPLZ0TpNNA8/yt_kPLZ0TpNNA8__sent000041.txt,404.472,416.472,12.0,Hãy subscribe cho kênh La La School Để không bỏ lỡ những video hấp dẫn,asr,ready,speech_region,https://www.youtube.com/watch?v=kPLZ0TpNNA8,Bé Quang Bình ông cụ non thông minh lém lĩnh với khả năng Tiếng Anh siêu đẳng | Mặt Trời Bé Con
yt_kPLZ0TpNNA8,kPLZ0TpNNA8,yt_kPLZ0TpNNA8__sent000042,/data/processed/segments/auto_20260616_091809/yt_kPLZ0TpNNA8/yt_kPLZ0TpNNA8__sent000042.wav,/data/processed/segments/auto_20260616_091809/yt_kPLZ0TpNNA8/yt_kPLZ0TpNNA8__sent000042.txt,416.472,428.472,12.0,El Salvador El Salvador Đây là gì? Panama Panama,asr,ready,speech_region,https://www.youtube.com/watch?v=kPLZ0TpNNA8,Bé Quang Bình ông cụ non thông minh lém lĩnh với khả năng Tiếng Anh siêu đẳng | Mặt Trời Bé Con
