audio_id,video_id,segment_id,segment_file,transcript_file,start,end,duration,text,transcript_source,transcript_status,vad_status,quality_label,quality_score,quality_reasons,source_url,title
yt_32AubVzi1eQ,32AubVzi1eQ,yt_32AubVzi1eQ__sent000011,/data/processed/segments/auto_20260624_081423/yt_32AubVzi1eQ/yt_32AubVzi1eQ__sent000011.wav,/data/processed/segments/auto_20260624_081423/yt_32AubVzi1eQ/yt_32AubVzi1eQ__sent000011.txt,129.399,144.39,14.991,"muốn xây 10 tàu chiến 5000 tấn. Vâng, kính thưa quý vị, từ eo biển Đài Loan chúng ta nhìn sang bán đào Triều Tiên. Theo thông tin từ truyền thông nhà nước Triều Tiên, ông Kim Song đặt mục tiêu trong 5 năm tới, mỗi năm Triều Tiên đóng thêm hai tàu chiến lớn có quy mô tương đương",vtt,ready,aligned,speech_clean,1.0,,https://www.youtube.com/watch?v=32AubVzi1eQ,TRƯA 24/6: Hà Nội và miền Trung nhiệt độ cao nhất từ đầu hè; Sở thú Trung Quốc tuyển người giả gấu
yt_32AubVzi1eQ,32AubVzi1eQ,yt_32AubVzi1eQ__sent000012,/data/processed/segments/auto_20260624_081423/yt_32AubVzi1eQ/yt_32AubVzi1eQ__sent000012.wav,/data/processed/segments/auto_20260624_081423/yt_32AubVzi1eQ/yt_32AubVzi1eQ__sent000012.txt,142.08,157.15,15.07,"thêm hai tàu chiến lớn có quy mô tương đương với tàu khu trục 5000 tấn. Ông Kim cũng đề cập đến việc triển khai thêm các tàu chiến lớn hơn, trong đó có loại được gọi là tàu chiến lược 10.000 tấn. Từ trước tới nay thì khi nhắc đến Triều Tiên thì thế giới thường nghĩ đến tên",vtt,ready,aligned,speech_clean,1.0,,https://www.youtube.com/watch?v=32AubVzi1eQ,TRƯA 24/6: Hà Nội và miền Trung nhiệt độ cao nhất từ đầu hè; Sở thú Trung Quốc tuyển người giả gấu
yt_32AubVzi1eQ,32AubVzi1eQ,yt_32AubVzi1eQ__sent000013,/data/processed/segments/auto_20260624_081423/yt_32AubVzi1eQ/yt_32AubVzi1eQ__sent000013.wav,/data/processed/segments/auto_20260624_081423/yt_32AubVzi1eQ/yt_32AubVzi1eQ__sent000013.txt,155.28,169.07,13.79,"Triều Tiên thì thế giới thường nghĩ đến tên lửa, hạt nhân và năng lực bộ binh. Thế nhưng mà hải quân của nước này thường không được xem là lực lượng mạnh nhất, vì vậy mà tham vọng phát triển nhanh các tấu chiến lớn cho thấy Bình Nhưỡng muốn mở rộng phạm vi rằn [âm nhạc] đe đất",vtt,ready,aligned,speech_clean,1.0,,https://www.youtube.com/watch?v=32AubVzi1eQ,TRƯA 24/6: Hà Nội và miền Trung nhiệt độ cao nhất từ đầu hè; Sở thú Trung Quốc tuyển người giả gấu
yt_32AubVzi1eQ,32AubVzi1eQ,yt_32AubVzi1eQ__sent000014,/data/processed/segments/auto_20260624_081423/yt_32AubVzi1eQ/yt_32AubVzi1eQ__sent000014.wav,/data/processed/segments/auto_20260624_081423/yt_32AubVzi1eQ/yt_32AubVzi1eQ__sent000014.txt,167.039,181.71,14.671,"Nhưỡng muốn mở rộng phạm vi rằn [âm nhạc] đe đất liền ra biên. Một lực lượng hải quân mạnh hơn có thể giúp Triều Tiên tạo thêm áp lực trên các tuyến hàng hày, đồng thời làm phức tạp hơn tính toán an ninh của Hàn Quốc, Nhật Bản và Hoa Kỳ. Trong quan hệ quốc tế thì khi một quốc gia cảm",vtt,ready,aligned,speech_clean,1.0,,https://www.youtube.com/watch?v=32AubVzi1eQ,TRƯA 24/6: Hà Nội và miền Trung nhiệt độ cao nhất từ đầu hè; Sở thú Trung Quốc tuyển người giả gấu
yt_32AubVzi1eQ,32AubVzi1eQ,yt_32AubVzi1eQ__sent000015,/data/processed/segments/auto_20260624_081423/yt_32AubVzi1eQ/yt_32AubVzi1eQ__sent000015.wav,/data/processed/segments/auto_20260624_081423/yt_32AubVzi1eQ/yt_32AubVzi1eQ__sent000015.txt,179.679,194.229,14.55,Kỳ. Trong quan hệ quốc tế thì khi một quốc gia cảm thấy bị bao vây hoặc là muốn nâng vị thế thì họ thường tìm cách tăng cường năng lực quân sự. Nhưng mặt trái là mỗi bước tăng cường sức mạnh của một bên lại khiến cho bên kia phải tăng cường phòng vệ và vòng xoáy ấy lại tạo ra điều mà,vtt,ready,aligned,speech_clean,1.0,,https://www.youtube.com/watch?v=32AubVzi1eQ,TRƯA 24/6: Hà Nội và miền Trung nhiệt độ cao nhất từ đầu hè; Sở thú Trung Quốc tuyển người giả gấu
yt_32AubVzi1eQ,32AubVzi1eQ,yt_32AubVzi1eQ__sent000016,/data/processed/segments/auto_20260624_081423/yt_32AubVzi1eQ/yt_32AubVzi1eQ__sent000016.wav,/data/processed/segments/auto_20260624_081423/yt_32AubVzi1eQ/yt_32AubVzi1eQ__sent000016.txt,191.8,205.27,13.47,cường phòng vệ và vòng xoáy ấy lại tạo ra điều mà các nhà phân tích gọi là thế lưỡng nan an ninh. Ai cũng nói phòng vệ nhưng tổng thể khu vực lại trở nên căng thẳng hơn. Và điều quan trọng quý vị cần lưu ý đó là khu vực Đông Bắc Á không quá xa đất,vtt,ready,aligned,speech_clean,1.0,,https://www.youtube.com/watch?v=32AubVzi1eQ,TRƯA 24/6: Hà Nội và miền Trung nhiệt độ cao nhất từ đầu hè; Sở thú Trung Quốc tuyển người giả gấu
yt_32AubVzi1eQ,32AubVzi1eQ,yt_32AubVzi1eQ__sent000017,/data/processed/segments/auto_20260624_081423/yt_32AubVzi1eQ/yt_32AubVzi1eQ__sent000017.wav,/data/processed/segments/auto_20260624_081423/yt_32AubVzi1eQ/yt_32AubVzi1eQ__sent000017.txt,203.08,218.27,15.19,"ý đó là khu vực Đông Bắc Á không quá xa đất liền của Việt Nam chúng ta. Đây là nơi tập trung nhiều nền kinh tế lớn, nhiều cảng biển, nhiều chuỗi cung ứng thiết yếu. Khi mà an ninh khu vực nóng lên, doanh nghiệp, thị trường và người tiêu dùng đều phải gánh phần rủi ro nhất định. Bình an của đời sống hiện đại thực",vtt,ready,aligned,speech_clean,1.0,,https://www.youtube.com/watch?v=32AubVzi1eQ,TRƯA 24/6: Hà Nội và miền Trung nhiệt độ cao nhất từ đầu hè; Sở thú Trung Quốc tuyển người giả gấu
yt_32AubVzi1eQ,32AubVzi1eQ,yt_32AubVzi1eQ__sent000018,/data/processed/segments/auto_20260624_081423/yt_32AubVzi1eQ/yt_32AubVzi1eQ__sent000018.wav,/data/processed/segments/auto_20260624_081423/yt_32AubVzi1eQ/yt_32AubVzi1eQ__sent000018.txt,214.44,229.35,14.91,tiêu dùng đều phải gánh phần rủi ro nhất định. Bình an của đời sống hiện đại thực chất phụ thuộc rất nhiều vào những vùng biển mà phần lớn chúng ta chưa từng đặt chân tới. Hơn 5300 người bị mắc kẹt trong các trung tâm lừa đảo ở Myanmar. Quý vị thân,vtt,ready,aligned,speech_clean,1.0,,https://www.youtube.com/watch?v=32AubVzi1eQ,TRƯA 24/6: Hà Nội và miền Trung nhiệt độ cao nhất từ đầu hè; Sở thú Trung Quốc tuyển người giả gấu
yt_32AubVzi1eQ,32AubVzi1eQ,yt_32AubVzi1eQ__sent000019,/data/processed/segments/auto_20260624_081423/yt_32AubVzi1eQ/yt_32AubVzi1eQ__sent000019.wav,/data/processed/segments/auto_20260624_081423/yt_32AubVzi1eQ/yt_32AubVzi1eQ__sent000019.txt,226.599,240.789,14.19,"trong các trung tâm lừa đảo ở Myanmar. Quý vị thân mến, rời khỏi những màn phố diễn quân sự, chúng ta đến với một dạng rủi ro ít tiếng súng [âm nhạc] hơn nhưng cũng rất nghiêm trọng. Đó là trung tâm lừa đảo tại Myanmar. Một nhóm nhân quyền cho biết hơn 5300 người vẫn đang bị mắc kẹt",vtt,ready,aligned,speech_clean,1.0,,https://www.youtube.com/watch?v=32AubVzi1eQ,TRƯA 24/6: Hà Nội và miền Trung nhiệt độ cao nhất từ đầu hè; Sở thú Trung Quốc tuyển người giả gấu
yt_32AubVzi1eQ,32AubVzi1eQ,yt_32AubVzi1eQ__sent000020,/data/processed/segments/auto_20260624_081423/yt_32AubVzi1eQ/yt_32AubVzi1eQ__sent000020.wav,/data/processed/segments/auto_20260624_081423/yt_32AubVzi1eQ/yt_32AubVzi1eQ__sent000020.txt,238.399,253.75,15.351,quyền cho biết hơn 5300 người vẫn đang bị mắc kẹt trong các cơ sở lừa đảo mạng gần biên giới Myanmar Thái Lan hơn 1 năm sau khi khu vực này từng có các chiến dịch truy quét lớn. Trong số này thì có công dân từ nhiều quốc gia khác nhau cho thấy vấn đề đã vượt xa phạm vi một vụ án địa,vtt,ready,aligned,speech_clean,1.0,,https://www.youtube.com/watch?v=32AubVzi1eQ,TRƯA 24/6: Hà Nội và miền Trung nhiệt độ cao nhất từ đầu hè; Sở thú Trung Quốc tuyển người giả gấu
yt_32AubVzi1eQ,32AubVzi1eQ,yt_32AubVzi1eQ__sent000021,/data/processed/segments/auto_20260624_081423/yt_32AubVzi1eQ/yt_32AubVzi1eQ__sent000021.wav,/data/processed/segments/auto_20260624_081423/yt_32AubVzi1eQ/yt_32AubVzi1eQ__sent000021.txt,251.08,264.67,13.59,"vấn đề đã vượt xa phạm vi một vụ án địa phương. Điều đáng chú ý là nhiều người trong các trung tâm này không đơn thuần là người tham gia lứa đạo. Một phần trong số họ có thể là nạn nhân bị dụ dỗ, bị buồn người, bị ép làm việc trong môi",vtt,ready,aligned,speech_clean,1.0,,https://www.youtube.com/watch?v=32AubVzi1eQ,TRƯA 24/6: Hà Nội và miền Trung nhiệt độ cao nhất từ đầu hè; Sở thú Trung Quốc tuyển người giả gấu
yt_32AubVzi1eQ,32AubVzi1eQ,yt_32AubVzi1eQ__sent000022,/data/processed/segments/auto_20260624_081423/yt_32AubVzi1eQ/yt_32AubVzi1eQ__sent000022.wav,/data/processed/segments/auto_20260624_081423/yt_32AubVzi1eQ/yt_32AubVzi1eQ__sent000022.txt,262.52,278.029,15.509,"dỗ, bị buồn người, bị ép làm việc trong môi trường khép kín và chịu kiểm soát nghiêm ngặt. Các đường dây này thường vận hành như một doanh nghiệp tội phạm xuyên quốc gia, có tuyển mộ, có quản lý, có công nghệ, có rửa tiền, có bảo kê và có mạng lưới tài chính ở phía sau. Hoa Kỳ đã có",vtt,ready,aligned,speech_clean,1.0,,https://www.youtube.com/watch?v=32AubVzi1eQ,TRƯA 24/6: Hà Nội và miền Trung nhiệt độ cao nhất từ đầu hè; Sở thú Trung Quốc tuyển người giả gấu
yt_32AubVzi1eQ,32AubVzi1eQ,yt_32AubVzi1eQ__sent000023,/data/processed/segments/auto_20260624_081423/yt_32AubVzi1eQ/yt_32AubVzi1eQ__sent000023.wav,/data/processed/segments/auto_20260624_081423/yt_32AubVzi1eQ/yt_32AubVzi1eQ__sent000023.txt,275.719,288.749,13.03,mạng lưới tài chính ở phía sau. Hoa Kỳ đã có thêm các biện pháp nhằm vào những mạng lưới bị cáo buộc liên quan đến lừa đảo trực tuyến và rửa tiền. Điều này cho thấy các vụ lừa đảo qua mạng hiện không còn là những cú điện thoại đơn lẻ nữa mà chúng đã trở thành một ngành công nghiệp,vtt,ready,aligned,speech_clean,1.0,,https://www.youtube.com/watch?v=32AubVzi1eQ,TRƯA 24/6: Hà Nội và miền Trung nhiệt độ cao nhất từ đầu hè; Sở thú Trung Quốc tuyển người giả gấu
yt_32AubVzi1eQ,32AubVzi1eQ,yt_32AubVzi1eQ__sent000024,/data/processed/segments/auto_20260624_081423/yt_32AubVzi1eQ/yt_32AubVzi1eQ__sent000024.wav,/data/processed/segments/auto_20260624_081423/yt_32AubVzi1eQ/yt_32AubVzi1eQ__sent000024.txt,286.88,302.189,15.309,"mà chúng đã trở thành một ngành công nghiệp ngầm nhắm vào lòng tham, sự cô đơn, nỗi sợ hãi và thiếu thông tin và kết nối trong thời nay. Và mỗi gia đình có lẽ nên trao đổi nghiêm túc cùng nhau về các dấu hiệu lừa đảo hơn, lời mời chào đầu tư lợi nhuận cao, tài khoản giả danh cơ",vtt,ready,aligned,speech_clean,1.0,,https://www.youtube.com/watch?v=32AubVzi1eQ,TRƯA 24/6: Hà Nội và miền Trung nhiệt độ cao nhất từ đầu hè; Sở thú Trung Quốc tuyển người giả gấu
yt_32AubVzi1eQ,32AubVzi1eQ,yt_32AubVzi1eQ__sent000025,/data/processed/segments/auto_20260624_081423/yt_32AubVzi1eQ/yt_32AubVzi1eQ__sent000025.wav,/data/processed/segments/auto_20260624_081423/yt_32AubVzi1eQ/yt_32AubVzi1eQ__sent000025.txt,299.68,312.55,12.87,"đầu tư lợi nhuận cao, tài khoản giả danh cơ quan nhà nước, tình cảm qua mạng, việc làm nước ngoài quá dễ dàng hoặc là yêu cầu truyền tiền gấp. Trong thời đại số thì lòng tốt cần đi cùng với sự tỉnh táo. Tin người là điều tốt đẹp. Thế",vtt,ready,aligned,speech_clean,1.0,,https://www.youtube.com/watch?v=32AubVzi1eQ,TRƯA 24/6: Hà Nội và miền Trung nhiệt độ cao nhất từ đầu hè; Sở thú Trung Quốc tuyển người giả gấu
yt_32AubVzi1eQ,32AubVzi1eQ,yt_32AubVzi1eQ__sent000026,/data/processed/segments/auto_20260624_081423/yt_32AubVzi1eQ/yt_32AubVzi1eQ__sent000026.wav,/data/processed/segments/auto_20260624_081423/yt_32AubVzi1eQ/yt_32AubVzi1eQ__sent000026.txt,310.559,324.79,14.231,"tỉnh táo. Tin người là điều tốt đẹp. Thế nhưng mà tin không kiềm chứng có thể trở thành cửa ngõ cho tai họa. 40 người đuối nước trong đợt nóng tại Pháp. Thưa quý vị, một mối rủi ro đang diễn ra tại châu Âu là nắng nóng cực",vtt,ready,aligned,speech_clean,1.0,,https://www.youtube.com/watch?v=32AubVzi1eQ,TRƯA 24/6: Hà Nội và miền Trung nhiệt độ cao nhất từ đầu hè; Sở thú Trung Quốc tuyển người giả gấu
yt_32AubVzi1eQ,32AubVzi1eQ,yt_32AubVzi1eQ__sent000027,/data/processed/segments/auto_20260624_081423/yt_32AubVzi1eQ/yt_32AubVzi1eQ__sent000027.wav,/data/processed/segments/auto_20260624_081423/yt_32AubVzi1eQ/yt_32AubVzi1eQ__sent000027.txt,322.6,337.469,14.869,"đang diễn ra tại châu Âu là nắng nóng cực đoan. Pháp ghi nhận khoảng 40 trường hợp đuối nước trong bối cảnh nhiều người tìm cách giải nhiệt ở sông Hồ hoặc là những vùng nước không có người giám sát. Nhiệt độ tại nhiều nơi ở Tây Âu vượt ngưỡng 40° C. Một số công trình trường học, hệ",vtt,ready,aligned,speech_clean,1.0,,https://www.youtube.com/watch?v=32AubVzi1eQ,TRƯA 24/6: Hà Nội và miền Trung nhiệt độ cao nhất từ đầu hè; Sở thú Trung Quốc tuyển người giả gấu
yt_32AubVzi1eQ,32AubVzi1eQ,yt_32AubVzi1eQ__sent000028,/data/processed/segments/auto_20260624_081423/yt_32AubVzi1eQ/yt_32AubVzi1eQ__sent000028.wav,/data/processed/segments/auto_20260624_081423/yt_32AubVzi1eQ/yt_32AubVzi1eQ__sent000028.txt,334.68,350.39,15.71,"ngưỡng 40° C. Một số công trình trường học, hệ thống giao thông và điểm du lịch phải điều chỉnh hoạt động không chỉ ở Pháp, Anh, Tây Ban Nha, Italy mà nhiều khu vực khác cũng chịu sức ép rõ rệt. Thưa quý vị, nắng nóng là một loại thiên tai dễ bị xem nhẹ. Nó không ập đến như bão,",vtt,ready,aligned,speech_clean,1.0,,https://www.youtube.com/watch?v=32AubVzi1eQ,TRƯA 24/6: Hà Nội và miền Trung nhiệt độ cao nhất từ đầu hè; Sở thú Trung Quốc tuyển người giả gấu
yt_32AubVzi1eQ,32AubVzi1eQ,yt_32AubVzi1eQ__sent000029,/data/processed/segments/auto_20260624_081423/yt_32AubVzi1eQ/yt_32AubVzi1eQ__sent000029.wav,/data/processed/segments/auto_20260624_081423/yt_32AubVzi1eQ/yt_32AubVzi1eQ__sent000029.txt,347.96,362.189,14.229,"dễ bị xem nhẹ. Nó không ập đến như bão, không tạo âm thanh lớn như động đất, nhưng nó âm thầm tấn công thân thể con người. Người cao tuổi, trẻ nhỏ, người có bệnh nền hoặc là người lao động ngoài trời và người sống trong nhà không có điều hòa là những nhóm dễ bị tổn thương",vtt,ready,aligned,speech_clean,1.0,,https://www.youtube.com/watch?v=32AubVzi1eQ,TRƯA 24/6: Hà Nội và miền Trung nhiệt độ cao nhất từ đầu hè; Sở thú Trung Quốc tuyển người giả gấu
yt_32AubVzi1eQ,32AubVzi1eQ,yt_32AubVzi1eQ__sent000030,/data/processed/segments/auto_20260624_081423/yt_32AubVzi1eQ/yt_32AubVzi1eQ__sent000030.wav,/data/processed/segments/auto_20260624_081423/yt_32AubVzi1eQ/yt_32AubVzi1eQ__sent000030.txt,359.92,372.909,12.989,"không có điều hòa là những nhóm dễ bị tổn thương nhất. Khi mà cơ thể mất nước, rối loạn điện dài hoặc là bị sốc vì thay đổi môi trường quá nhanh, hậu quả có thể đến rất nhanh. Và điều đáng suy nghĩ là nhiều thành phố châu Âu vốn được thiết kế cho",vtt,ready,aligned,speech_clean,1.0,,https://www.youtube.com/watch?v=32AubVzi1eQ,TRƯA 24/6: Hà Nội và miền Trung nhiệt độ cao nhất từ đầu hè; Sở thú Trung Quốc tuyển người giả gấu
yt_32AubVzi1eQ,32AubVzi1eQ,yt_32AubVzi1eQ__sent000031,/data/processed/segments/auto_20260624_081423/yt_32AubVzi1eQ/yt_32AubVzi1eQ__sent000031.wav,/data/processed/segments/auto_20260624_081423/yt_32AubVzi1eQ/yt_32AubVzi1eQ__sent000031.txt,370.88,386.39,15.51,"nhiều thành phố châu Âu vốn được thiết kế cho khí hậu ôn hòa, nhà cửa không phải lúc nào cũng có máy điều hòa, đường giá hệ thống điện, giao thông công cộng cũng không phải lúc nào cũng được chuẩn bị cho các đợt nắng nóng kéo dài. Khi mà khí hậu thay đổi nhanh hơn hạ tầng đô thị thì đời sống của con người cũng trở",vtt,ready,aligned,speech_clean,1.0,,https://www.youtube.com/watch?v=32AubVzi1eQ,TRƯA 24/6: Hà Nội và miền Trung nhiệt độ cao nhất từ đầu hè; Sở thú Trung Quốc tuyển người giả gấu
yt_32AubVzi1eQ,32AubVzi1eQ,yt_32AubVzi1eQ__sent000032,/data/processed/segments/auto_20260624_081423/yt_32AubVzi1eQ/yt_32AubVzi1eQ__sent000032.wav,/data/processed/segments/auto_20260624_081423/yt_32AubVzi1eQ/yt_32AubVzi1eQ__sent000032.txt,384.04,396.79,12.75,"đô thị thì đời sống của con người cũng trở nên mong manh hơn. Nắng nóng không chỉ là chuyện thời tiết mà là vấn đề sức khỏe gia đình. Trong những ngày nhiệt độ cao thì cần tránh ra ngoài vào giờ nắng gắt, uống đủ nước, hạn chế lao động quá",vtt,ready,aligned,speech_clean,1.0,,https://www.youtube.com/watch?v=32AubVzi1eQ,TRƯA 24/6: Hà Nội và miền Trung nhiệt độ cao nhất từ đầu hè; Sở thú Trung Quốc tuyển người giả gấu
