audio_id,video_id,segment_id,segment_file,transcript_file,start,end,duration,text,transcript_source,transcript_status,vad_status,quality_label,quality_score,quality_reasons,source_url,title
yt_EHIE0AUNLNw,EHIE0AUNLNw,yt_EHIE0AUNLNw__sent000012,/data/processed/segments/batch_001/yt_EHIE0AUNLNw/yt_EHIE0AUNLNw__sent000012.wav,/data/processed/segments/batch_001/yt_EHIE0AUNLNw/yt_EHIE0AUNLNw__sent000012.txt,120.519,132.91,12.391,"nhất. >> Theo Phó giáo sư Tiến sĩ Hồ Thủy Hiền, trường Đại học Nghệ An, nguyên nhân giá vàng biến động mạnh thời gian gần đây trước hết là do triển vọng chính sách tiền tệ và diễn biến lãi suất của các ngân hàng tác động đến dòng vốn về vàng",vtt,ready,aligned,speech_clean,1.0,,https://www.youtube.com/watch?v=EHIE0AUNLNw,Thị trường vàng biến động khó lường
yt_EHIE0AUNLNw,EHIE0AUNLNw,yt_EHIE0AUNLNw__sent000013,/data/processed/segments/batch_001/yt_EHIE0AUNLNw/yt_EHIE0AUNLNw__sent000013.wav,/data/processed/segments/batch_001/yt_EHIE0AUNLNw/yt_EHIE0AUNLNw__sent000013.txt,130.0,145.99,15.99,"của các ngân hàng tác động đến dòng vốn về vàng và các tài sản khác. Bên cạnh đó, sau một thời gian dài tăng nóng, vàng cũng cần một nhịp điều chỉnh để thiết lập mặt bằng giá mới. Đây là diễn biến bình thường của thị trường. Đáng chú ý, khi khoảng cách chênh lệch giữa giá vàng",vtt,ready,aligned,speech_clean,1.0,,https://www.youtube.com/watch?v=EHIE0AUNLNw,Thị trường vàng biến động khó lường
yt_EHIE0AUNLNw,EHIE0AUNLNw,yt_EHIE0AUNLNw__sent000014,/data/processed/segments/batch_001/yt_EHIE0AUNLNw/yt_EHIE0AUNLNw__sent000014.wav,/data/processed/segments/batch_001/yt_EHIE0AUNLNw/yt_EHIE0AUNLNw__sent000014.txt,144.36,158.71,14.35,"ý, khi khoảng cách chênh lệch giữa giá vàng trong nước và thế giới dần thu hẹp, giá vàng trong nước cũng chịu áp lực điều chỉnh mạnh hơn. Trong ngắn hạn thì thực ra cái giá vàng cũng sẽ có cái sự biến động [khịt mũi]",vtt,ready,aligned,speech_clean,1.0,,https://www.youtube.com/watch?v=EHIE0AUNLNw,Thị trường vàng biến động khó lường
yt_EHIE0AUNLNw,EHIE0AUNLNw,yt_EHIE0AUNLNw__sent000015,/data/processed/segments/batch_001/yt_EHIE0AUNLNw/yt_EHIE0AUNLNw__sent000015.wav,/data/processed/segments/batch_001/yt_EHIE0AUNLNw/yt_EHIE0AUNLNw__sent000015.txt,156.399,168.869,12.47,"vàng cũng sẽ có cái sự biến động [khịt mũi] bởi vì nó bị ảnh hưởng bởi làm phát, bởi lãi suất và cái tâm lý của các cái nhà đầu tư và tâm lý của thị trường. Chúng ta hãy đừng nghĩ rằng là đừng nhìn nhận",vtt,ready,aligned,speech_clean,1.0,,https://www.youtube.com/watch?v=EHIE0AUNLNw,Thị trường vàng biến động khó lường
yt_EHIE0AUNLNw,EHIE0AUNLNw,yt_EHIE0AUNLNw__sent000016,/data/processed/segments/batch_001/yt_EHIE0AUNLNw/yt_EHIE0AUNLNw__sent000016.wav,/data/processed/segments/batch_001/yt_EHIE0AUNLNw/yt_EHIE0AUNLNw__sent000016.txt,166.08,181.35,15.27,Chúng ta hãy đừng nghĩ rằng là đừng nhìn nhận rằng là vàng là một cái kênh đầu tư duy nhất mà hãy nghĩ nó chỉ là một cái bộ phận cấu thành trong cái tổng tài sản đầu tư của mình. Những biến động mạnh của thị trường vàng,vtt,ready,aligned,speech_clean,1.0,,https://www.youtube.com/watch?v=EHIE0AUNLNw,Thị trường vàng biến động khó lường
yt_EHIE0AUNLNw,EHIE0AUNLNw,yt_EHIE0AUNLNw__sent000017,/data/processed/segments/batch_001/yt_EHIE0AUNLNw/yt_EHIE0AUNLNw__sent000017.wav,/data/processed/segments/batch_001/yt_EHIE0AUNLNw/yt_EHIE0AUNLNw__sent000017.txt,179.6,194.43,14.83,"mình. Những biến động mạnh của thị trường vàng thời gian qua cho thấy một thực tế rằng lợi nhuận luôn đi kèm với rủi ro. Trong bối cảnh giá vàng còn nhiều yếu tố khó dự báo, việc phân bổ dòng tiền hợp lý và kiểm soát rủi ro vẫn là yếu tố quan trọng hơn kỳ vọng về những khoản lợi",vtt,ready,aligned,speech_clean,1.0,,https://www.youtube.com/watch?v=EHIE0AUNLNw,Thị trường vàng biến động khó lường
yt_5RC68wE_yJA,5RC68wE_yJA,yt_5RC68wE_yJA__sent000001,/data/processed/segments/batch_001/yt_5RC68wE_yJA/yt_5RC68wE_yJA__sent000001.wav,/data/processed/segments/batch_001/yt_5RC68wE_yJA/yt_5RC68wE_yJA__sent000001.txt,22.88,29.189,6.309,"mới nhất, hấp dẫn nhất mỗi ngày. Chương trình hôm nay sẽ có những nội dung chi tiết sau.",vtt,ready,aligned,speech_clean,1.0,,https://www.youtube.com/watch?v=5RC68wE_yJA,"Vừa họp xong, Iran và Oman công bố quyết định bất ngờ ở Hormuz sau thỏa thuận lịch sử với Mỹ"
yt_5RC68wE_yJA,5RC68wE_yJA,yt_5RC68wE_yJA__sent000002,/data/processed/segments/batch_001/yt_5RC68wE_yJA/yt_5RC68wE_yJA__sent000002.wav,/data/processed/segments/batch_001/yt_5RC68wE_yJA/yt_5RC68wE_yJA__sent000002.txt,28.999,37.15,8.151,"sau. Ngày 23 tháng 6, Iran và Oman đã tái khẳng định cam kết bảo đảm hoạt động vận tải thương mại an toàn và không thu phí qua eo biển Homos.",vtt,ready,aligned,speech_clean,1.0,,https://www.youtube.com/watch?v=5RC68wE_yJA,"Vừa họp xong, Iran và Oman công bố quyết định bất ngờ ở Hormuz sau thỏa thuận lịch sử với Mỹ"
yt_5RC68wE_yJA,5RC68wE_yJA,yt_5RC68wE_yJA__sent000003,/data/processed/segments/batch_001/yt_5RC68wE_yJA/yt_5RC68wE_yJA__sent000003.wav,/data/processed/segments/batch_001/yt_5RC68wE_yJA/yt_5RC68wE_yJA__sent000003.txt,36.96,50.79,13.83,"Homos. Tuyên bố được đưa ra sau cuộc gặp giữa Chủ tịch Quốc hội Iran Mohammad Bager Galif, Ngoại trưởng Iran Abbas Arachi và ngoại trưởng Oman Bad Anbusidi. Cuộc gặp giữa các nhà lãnh đạo được tiến hành giữa lúc các cuộc tham vấn tại thủ đô",vtt,ready,aligned,speech_clean,1.0,,https://www.youtube.com/watch?v=5RC68wE_yJA,"Vừa họp xong, Iran và Oman công bố quyết định bất ngờ ở Hormuz sau thỏa thuận lịch sử với Mỹ"
yt_5RC68wE_yJA,5RC68wE_yJA,yt_5RC68wE_yJA__sent000004,/data/processed/segments/batch_001/yt_5RC68wE_yJA/yt_5RC68wE_yJA__sent000004.wav,/data/processed/segments/batch_001/yt_5RC68wE_yJA/yt_5RC68wE_yJA__sent000004.txt,48.56,61.549,12.989,"hành giữa lúc các cuộc tham vấn tại thủ đô Moscat về cơ chế quản lý tuyến hàng hải chiến lược này sau khi Mỹ và Iran đạt được thỏa thuận khung nhằm chấm dứt xung đột. Theo Ngoại trưởng Oman, hai bên nhất trí tôn trọng luật pháp quốc tế và",vtt,ready,aligned,speech_clean,1.0,,https://www.youtube.com/watch?v=5RC68wE_yJA,"Vừa họp xong, Iran và Oman công bố quyết định bất ngờ ở Hormuz sau thỏa thuận lịch sử với Mỹ"
yt_5RC68wE_yJA,5RC68wE_yJA,yt_5RC68wE_yJA__sent000005,/data/processed/segments/batch_001/yt_5RC68wE_yJA/yt_5RC68wE_yJA__sent000005.wav,/data/processed/segments/batch_001/yt_5RC68wE_yJA/yt_5RC68wE_yJA__sent000005.txt,59.24,74.03,14.79,"bên nhất trí tôn trọng luật pháp quốc tế và bảo đảm quyền tự do an toàn hàng hải đối với các tàu thương mại đi qua eo biển Homus. Theo hãng thông tấn Oman, các cuộc thảo luận tập trung vào những nội dung liên quan đến việc thực thi thỏa thuận giữa Iran và Mỹ. Trong đó, vấn đề",vtt,ready,aligned,speech_clean,1.0,,https://www.youtube.com/watch?v=5RC68wE_yJA,"Vừa họp xong, Iran và Oman công bố quyết định bất ngờ ở Hormuz sau thỏa thuận lịch sử với Mỹ"
yt_5RC68wE_yJA,5RC68wE_yJA,yt_5RC68wE_yJA__sent000006,/data/processed/segments/batch_001/yt_5RC68wE_yJA/yt_5RC68wE_yJA__sent000006.wav,/data/processed/segments/batch_001/yt_5RC68wE_yJA/yt_5RC68wE_yJA__sent000006.txt,71.279,80.71,9.431,"thi thỏa thuận giữa Iran và Mỹ. Trong đó, vấn đề bảo đảm an ninh và duy trì hoạt động thông suất tại OB Homos được xem là một trong những nội dung trọng tâm. Hai bên",vtt,ready,aligned,speech_clean,1.0,,https://www.youtube.com/watch?v=5RC68wE_yJA,"Vừa họp xong, Iran và Oman công bố quyết định bất ngờ ở Hormuz sau thỏa thuận lịch sử với Mỹ"
yt_5RC68wE_yJA,5RC68wE_yJA,yt_5RC68wE_yJA__sent000007,/data/processed/segments/batch_001/yt_5RC68wE_yJA/yt_5RC68wE_yJA__sent000007.wav,/data/processed/segments/batch_001/yt_5RC68wE_yJA/yt_5RC68wE_yJA__sent000007.txt,78.04,89.31,11.27,"một trong những nội dung trọng tâm. Hai bên cũng nhấn mạnh tầm quan trọng của việc tận dụng động lực ngoại giao hiện nay để thúc đẩy hòa bình, giảm căng thẳng và củng cố ổn định khu vực. Cuộc gặp tại",vtt,ready,aligned,speech_clean,1.0,,https://www.youtube.com/watch?v=5RC68wE_yJA,"Vừa họp xong, Iran và Oman công bố quyết định bất ngờ ở Hormuz sau thỏa thuận lịch sử với Mỹ"
yt_5RC68wE_yJA,5RC68wE_yJA,yt_5RC68wE_yJA__sent000008,/data/processed/segments/batch_001/yt_5RC68wE_yJA/yt_5RC68wE_yJA__sent000008.wav,/data/processed/segments/batch_001/yt_5RC68wE_yJA/yt_5RC68wE_yJA__sent000008.txt,86.36,101.149,14.789,và củng cố ổn định khu vực. Cuộc gặp tại Moscat diễn ra ngay sau vòng đàm phán kéo dài 18 gi tại Thụy Sĩ giữa các đại diện Mỹ và Iran dưới sự trung gian của Qatar và Pakistan nhằm thảo luận các biện pháp thực thi bản ghi nhớ Islamabad,vtt,ready,aligned,speech_clean,1.0,,https://www.youtube.com/watch?v=5RC68wE_yJA,"Vừa họp xong, Iran và Oman công bố quyết định bất ngờ ở Hormuz sau thỏa thuận lịch sử với Mỹ"
yt_5RC68wE_yJA,5RC68wE_yJA,yt_5RC68wE_yJA__sent000009,/data/processed/segments/batch_001/yt_5RC68wE_yJA/yt_5RC68wE_yJA__sent000009.wav,/data/processed/segments/batch_001/yt_5RC68wE_yJA/yt_5RC68wE_yJA__sent000009.txt,98.68,114.469,15.789,"luận các biện pháp thực thi bản ghi nhớ Islamabad vừa được ký kết. Theo các nguồn tin ngoại giao, các bên đã nhất trí thành lập một cơ chế phối hợp ba bên gồm Mỹ, Iran và Liban nhằm giám sát việc thực hiện các cam kết ngưng các hoạt động quân sự liên quan đến Ly Bằng.",vtt,ready,aligned,speech_clean,1.0,,https://www.youtube.com/watch?v=5RC68wE_yJA,"Vừa họp xong, Iran và Oman công bố quyết định bất ngờ ở Hormuz sau thỏa thuận lịch sử với Mỹ"
yt_5RC68wE_yJA,5RC68wE_yJA,yt_5RC68wE_yJA__sent000010,/data/processed/segments/batch_001/yt_5RC68wE_yJA/yt_5RC68wE_yJA__sent000010.wav,/data/processed/segments/batch_001/yt_5RC68wE_yJA/yt_5RC68wE_yJA__sent000010.txt,111.76,114.469,2.709,hoạt động quân sự liên quan đến Ly Bằng.,vtt,ready,aligned,speech_clean,1.0,,https://www.youtube.com/watch?v=5RC68wE_yJA,"Vừa họp xong, Iran và Oman công bố quyết định bất ngờ ở Hormuz sau thỏa thuận lịch sử với Mỹ"
yt_5RC68wE_yJA,5RC68wE_yJA,yt_5RC68wE_yJA__sent000011,/data/processed/segments/batch_001/yt_5RC68wE_yJA/yt_5RC68wE_yJA__sent000011.wav,/data/processed/segments/batch_001/yt_5RC68wE_yJA/yt_5RC68wE_yJA__sent000011.txt,114.279,127.31,13.031,"Bằng. Theo các điều khoản được công bố trước đó, bản ghi nhớ Islamabad mở ra giai đoạn đàm phán kéo dài 60 ngày giữa Washington và Teheran nhằm giải quyết các bất đồng còn tồn tại liên quan đến chương trình hạt nhân Iran, kho dự trữ",vtt,ready,aligned,speech_clean,1.0,,https://www.youtube.com/watch?v=5RC68wE_yJA,"Vừa họp xong, Iran và Oman công bố quyết định bất ngờ ở Hormuz sau thỏa thuận lịch sử với Mỹ"
yt_5RC68wE_yJA,5RC68wE_yJA,yt_5RC68wE_yJA__sent000012,/data/processed/segments/batch_001/yt_5RC68wE_yJA/yt_5RC68wE_yJA__sent000012.wav,/data/processed/segments/batch_001/yt_5RC68wE_yJA/yt_5RC68wE_yJA__sent000012.txt,125.0,132.15,7.15,"quan đến chương trình hạt nhân Iran, kho dự trữ uranium làm dầu và các vấn đề an ninh khu vực. Thỏa thuận cũng bao gồm cam kết",vtt,ready,aligned,speech_clean,1.0,,https://www.youtube.com/watch?v=5RC68wE_yJA,"Vừa họp xong, Iran và Oman công bố quyết định bất ngờ ở Hormuz sau thỏa thuận lịch sử với Mỹ"
yt_5RC68wE_yJA,5RC68wE_yJA,yt_5RC68wE_yJA__sent000013,/data/processed/segments/batch_001/yt_5RC68wE_yJA/yt_5RC68wE_yJA__sent000013.wav,/data/processed/segments/batch_001/yt_5RC68wE_yJA/yt_5RC68wE_yJA__sent000013.txt,129.36,141.309,11.949,"an ninh khu vực. Thỏa thuận cũng bao gồm cam kết bảo đảm hoạt động hàng hải an toàn tại eo biển Homus, chấm dứt các hoạt động quân sự trên nhiều mặt trận và dỡ bỏ phong tỏa hải quân của Mỹ đối với Iran.",vtt,ready,aligned,speech_clean,1.0,,https://www.youtube.com/watch?v=5RC68wE_yJA,"Vừa họp xong, Iran và Oman công bố quyết định bất ngờ ở Hormuz sau thỏa thuận lịch sử với Mỹ"
yt_5RC68wE_yJA,5RC68wE_yJA,yt_5RC68wE_yJA__sent000014,/data/processed/segments/batch_001/yt_5RC68wE_yJA/yt_5RC68wE_yJA__sent000014.wav,/data/processed/segments/batch_001/yt_5RC68wE_yJA/yt_5RC68wE_yJA__sent000014.txt,141.119,154.869,13.75,"Iran. Trước đó, truyền thông Iran dẫn lời ông Galibaff, trưởng phái đoàn đàm phán của Iran sau khi trở về từ các cuộc đàm phán tại Thụy Sĩ tuyên bố rằng eo biển Homos sẽ do Tean quản lý. Chủ tịch Quốc hội Iran khẳng định eo biển Homos sẽ không",vtt,ready,aligned,speech_clean,1.0,,https://www.youtube.com/watch?v=5RC68wE_yJA,"Vừa họp xong, Iran và Oman công bố quyết định bất ngờ ở Hormuz sau thỏa thuận lịch sử với Mỹ"
yt_5RC68wE_yJA,5RC68wE_yJA,yt_5RC68wE_yJA__sent000015,/data/processed/segments/batch_001/yt_5RC68wE_yJA/yt_5RC68wE_yJA__sent000015.wav,/data/processed/segments/batch_001/yt_5RC68wE_yJA/yt_5RC68wE_yJA__sent000015.txt,152.84,166.03,13.19,"Quốc hội Iran khẳng định eo biển Homos sẽ không bao giờ trở lại các điều kiện trước chiến tranh và sẽ do Cộng hòa Hồi giáo Iran quản lý phù hợp với luật pháp quốc tế. Trong khi đó, ngày 22 tháng 6, Tổng thống Donald Trump cho biết Mỹ đang duy",vtt,ready,aligned,speech_clean,1.0,,https://www.youtube.com/watch?v=5RC68wE_yJA,"Vừa họp xong, Iran và Oman công bố quyết định bất ngờ ở Hormuz sau thỏa thuận lịch sử với Mỹ"
yt_5RC68wE_yJA,5RC68wE_yJA,yt_5RC68wE_yJA__sent000016,/data/processed/segments/batch_001/yt_5RC68wE_yJA/yt_5RC68wE_yJA__sent000016.wav,/data/processed/segments/batch_001/yt_5RC68wE_yJA/yt_5RC68wE_yJA__sent000016.txt,163.84,174.91,11.07,Tổng thống Donald Trump cho biết Mỹ đang duy trì quyền kiểm soát eo biển Homos và ám chỉ rằng việc phong tỏa tuyến hàng hải này có thể được áp đặt trở lại trong vòng 30 phút nếu cần thiết. Ông Trump,vtt,ready,aligned,speech_clean,1.0,,https://www.youtube.com/watch?v=5RC68wE_yJA,"Vừa họp xong, Iran và Oman công bố quyết định bất ngờ ở Hormuz sau thỏa thuận lịch sử với Mỹ"
yt_5RC68wE_yJA,5RC68wE_yJA,yt_5RC68wE_yJA__sent000017,/data/processed/segments/batch_001/yt_5RC68wE_yJA/yt_5RC68wE_yJA__sent000017.wav,/data/processed/segments/batch_001/yt_5RC68wE_yJA/yt_5RC68wE_yJA__sent000017.txt,172.039,188.67,16.631,"lại trong vòng 30 phút nếu cần thiết. Ông Trump cũng khẳng định khuôn khổ thảo thuận hiện nay với Iran sẽ ngăn chặn Teheran tiến tới sở hữu vũ khí hạt nhân, đồng thời cho rằng cơ chế mới khác biệt đáng kể so với kế hoạch hành động toàn diện trùng dịch s được ký năm 2015 dưới thời",vtt,ready,aligned,speech_clean,1.0,,https://www.youtube.com/watch?v=5RC68wE_yJA,"Vừa họp xong, Iran và Oman công bố quyết định bất ngờ ở Hormuz sau thỏa thuận lịch sử với Mỹ"
yt_5RC68wE_yJA,5RC68wE_yJA,yt_5RC68wE_yJA__sent000018,/data/processed/segments/batch_001/yt_5RC68wE_yJA/yt_5RC68wE_yJA__sent000018.wav,/data/processed/segments/batch_001/yt_5RC68wE_yJA/yt_5RC68wE_yJA__sent000018.txt,184.36,193.949,9.589,diện trùng dịch s được ký năm 2015 dưới thời cựu tổng thống Barack Obama.,vtt,ready,aligned,speech_clean,1.0,,https://www.youtube.com/watch?v=5RC68wE_yJA,"Vừa họp xong, Iran và Oman công bố quyết định bất ngờ ở Hormuz sau thỏa thuận lịch sử với Mỹ"
yt_5RC68wE_yJA,5RC68wE_yJA,yt_5RC68wE_yJA__sent000019,/data/processed/segments/batch_001/yt_5RC68wE_yJA/yt_5RC68wE_yJA__sent000019.wav,/data/processed/segments/batch_001/yt_5RC68wE_yJA/yt_5RC68wE_yJA__sent000019.txt,188.48,206.55,18.07,"thời cựu tổng thống Barack Obama. Ngày 22 tháng 6, phát biểu với các phóng viên tại Nhà Trắng, Tổng thống Donald Trump cho rằng biện pháp phong tỏa các cảng biển của Iran do quân đội Mỹ thực hiện đã mang lại hiệu quả lớn hơn so với các cuộc không kích, đồng thời khẳng",vtt,ready,aligned,speech_clean,1.0,,https://www.youtube.com/watch?v=5RC68wE_yJA,"Vừa họp xong, Iran và Oman công bố quyết định bất ngờ ở Hormuz sau thỏa thuận lịch sử với Mỹ"
yt_5RC68wE_yJA,5RC68wE_yJA,yt_5RC68wE_yJA__sent000020,/data/processed/segments/batch_001/yt_5RC68wE_yJA/yt_5RC68wE_yJA__sent000020.wav,/data/processed/segments/batch_001/yt_5RC68wE_yJA/yt_5RC68wE_yJA__sent000020.txt,204.48,213.27,8.79,"so với các cuộc không kích, đồng thời khẳng định Washington có thể nhanh chóng tái triển khai chiến thuật này nếu cần thiết. Theo đó, ông Trump nói, ""Tôi cho",vtt,ready,aligned,speech_clean,1.0,,https://www.youtube.com/watch?v=5RC68wE_yJA,"Vừa họp xong, Iran và Oman công bố quyết định bất ngờ ở Hormuz sau thỏa thuận lịch sử với Mỹ"
yt_5RC68wE_yJA,5RC68wE_yJA,yt_5RC68wE_yJA__sent000021,/data/processed/segments/batch_001/yt_5RC68wE_yJA/yt_5RC68wE_yJA__sent000021.wav,/data/processed/segments/batch_001/yt_5RC68wE_yJA/yt_5RC68wE_yJA__sent000021.txt,210.0,224.07,14.07,"cần thiết. Theo đó, ông Trump nói, ""Tôi cho rằng việc phong tỏa có tác động mạnh hơn việc thả bom. Chúng tôi có thể thiết lập lại biện pháp phong tỏa này chỉ trong khoảng 15 phút. Tổng thống Mỹ sau đó đã hỏi Bộ trưởng chiến tranh Pip Hexet,",vtt,ready,aligned,speech_clean,1.0,,https://www.youtube.com/watch?v=5RC68wE_yJA,"Vừa họp xong, Iran và Oman công bố quyết định bất ngờ ở Hormuz sau thỏa thuận lịch sử với Mỹ"
