audio_id,video_id,segment_id,segment_file,transcript_file,start,end,duration,text,transcript_source,transcript_status,vad_status,quality_label,quality_score,quality_reasons,source_url,title
yt_RPWjwL-Vl1Y,RPWjwL-Vl1Y,yt_RPWjwL-Vl1Y__sent000011,/data/processed/segments/auto_20260624_102551/yt_RPWjwL-Vl1Y/yt_RPWjwL-Vl1Y__sent000011.wav,/data/processed/segments/auto_20260624_102551/yt_RPWjwL-Vl1Y/yt_RPWjwL-Vl1Y__sent000011.txt,148.92,164.63,15.71,Tây Giang một điều may mắn của chúng tôi là khi ha tin có đoàn làm phim về Tây Giang Bí thư huyện ủy Premier Mặc dù chuẩn bị đi công tác đã nán lại để chờ đoàn là một người,vtt,ready,aligned,speech_clean,1.0,,https://www.youtube.com/watch?v=RPWjwL-Vl1Y,KÝ SỰ TRUYỀN HÌNH || NHỮNG DÒNG SÔNG XỨ QUẢNG || QRT - Tập 5: Khởi nguồn Vu Gia
yt_RPWjwL-Vl1Y,RPWjwL-Vl1Y,yt_RPWjwL-Vl1Y__sent000012,/data/processed/segments/auto_20260624_102551/yt_RPWjwL-Vl1Y/yt_RPWjwL-Vl1Y__sent000012.wav,/data/processed/segments/auto_20260624_102551/yt_RPWjwL-Vl1Y/yt_RPWjwL-Vl1Y__sent000012.txt,160.52,178.55,18.03,đi công tác đã nán lại để chờ đoàn là một người con của quê hương Tây Giang người lãnh đạo này thông thuộc từng dòng sông con suối ở đây ông Phát họa cho chúng tôi biết những dòng chảy đầu tiên của những con suối nơi đầu nguồn trước khi hòa vào,vtt,ready,aligned,speech_clean,1.0,,https://www.youtube.com/watch?v=RPWjwL-Vl1Y,KÝ SỰ TRUYỀN HÌNH || NHỮNG DÒNG SÔNG XỨ QUẢNG || QRT - Tập 5: Khởi nguồn Vu Gia
yt_RPWjwL-Vl1Y,RPWjwL-Vl1Y,yt_RPWjwL-Vl1Y__sent000013,/data/processed/segments/auto_20260624_102551/yt_RPWjwL-Vl1Y/yt_RPWjwL-Vl1Y__sent000013.wav,/data/processed/segments/auto_20260624_102551/yt_RPWjwL-Vl1Y/yt_RPWjwL-Vl1Y__sent000013.txt,175.44,188.39,12.95,những con suối nơi đầu nguồn trước khi hòa vào nhau tại xã Lăng để mang tên s bu thì ra mỗi cái tên của những dòng suối nơi đây đều có một ý nghĩa nhất định mà nếu,vtt,ready,aligned,speech_clean,1.0,,https://www.youtube.com/watch?v=RPWjwL-Vl1Y,KÝ SỰ TRUYỀN HÌNH || NHỮNG DÒNG SÔNG XỨ QUẢNG || QRT - Tập 5: Khởi nguồn Vu Gia
yt_RPWjwL-Vl1Y,RPWjwL-Vl1Y,yt_RPWjwL-Vl1Y__sent000014,/data/processed/segments/auto_20260624_102551/yt_RPWjwL-Vl1Y/yt_RPWjwL-Vl1Y__sent000014.wav,/data/processed/segments/auto_20260624_102551/yt_RPWjwL-Vl1Y/yt_RPWjwL-Vl1Y__sent000014.txt,185.599,201.07,15.471,đây đều có một ý nghĩa nhất định mà nếu không có sự diễn giải của người địa phương thì chúng tôi chẳng thể nào biết được như suối O có nghĩa là đất sét có một bản làng Định cư tại đây từ xa xưa,vtt,ready,aligned,speech_clean,1.0,,https://www.youtube.com/watch?v=RPWjwL-Vl1Y,KÝ SỰ TRUYỀN HÌNH || NHỮNG DÒNG SÔNG XỨ QUẢNG || QRT - Tập 5: Khởi nguồn Vu Gia
yt_RPWjwL-Vl1Y,RPWjwL-Vl1Y,yt_RPWjwL-Vl1Y__sent000015,/data/processed/segments/auto_20260624_102551/yt_RPWjwL-Vl1Y/yt_RPWjwL-Vl1Y__sent000015.wav,/data/processed/segments/auto_20260624_102551/yt_RPWjwL-Vl1Y/yt_RPWjwL-Vl1Y__sent000015.txt,197.599,212.149,14.55,sét có một bản làng Định cư tại đây từ xa xưa đã làm đồ gốm từ nguồn đất này hay Sông Bung mà chúng ta vẫn thường gọi trong tiếng Cơ Tu là có nĩa là rộng,vtt,ready,aligned,speech_clean,1.0,,https://www.youtube.com/watch?v=RPWjwL-Vl1Y,KÝ SỰ TRUYỀN HÌNH || NHỮNG DÒNG SÔNG XỨ QUẢNG || QRT - Tập 5: Khởi nguồn Vu Gia
yt_RPWjwL-Vl1Y,RPWjwL-Vl1Y,yt_RPWjwL-Vl1Y__sent000016,/data/processed/segments/auto_20260624_102551/yt_RPWjwL-Vl1Y/yt_RPWjwL-Vl1Y__sent000016.wav,/data/processed/segments/auto_20260624_102551/yt_RPWjwL-Vl1Y/yt_RPWjwL-Vl1Y__sent000016.txt,210.119,226.229,16.11,là có nĩa là rộng lớn từ những phát họa của bí thư huyện ủy Tây Giang Chúng tôi đã có hình dung rõ ràng hơn về những dòng chảy đầu tiên của ngọn nguồn vu gia trên đất Tây Giang chúng tôi lại tiếp tục cuộc hành,vtt,ready,aligned,speech_clean,1.0,,https://www.youtube.com/watch?v=RPWjwL-Vl1Y,KÝ SỰ TRUYỀN HÌNH || NHỮNG DÒNG SÔNG XỨ QUẢNG || QRT - Tập 5: Khởi nguồn Vu Gia
yt_RPWjwL-Vl1Y,RPWjwL-Vl1Y,yt_RPWjwL-Vl1Y__sent000017,/data/processed/segments/auto_20260624_102551/yt_RPWjwL-Vl1Y/yt_RPWjwL-Vl1Y__sent000017.wav,/data/processed/segments/auto_20260624_102551/yt_RPWjwL-Vl1Y/yt_RPWjwL-Vl1Y__sent000017.txt,223.16,236.83,13.67,Tây Giang chúng tôi lại tiếp tục cuộc hành trình của mình để đến với xã chợ âm Một xã giáp biên giới với nước Bàn Lào nơi có những dòng suối đầu tiên khởi nguồn cho dòng chảy vu gia xe đi qua xã Lăng,vtt,ready,aligned,speech_clean,1.0,,https://www.youtube.com/watch?v=RPWjwL-Vl1Y,KÝ SỰ TRUYỀN HÌNH || NHỮNG DÒNG SÔNG XỨ QUẢNG || QRT - Tập 5: Khởi nguồn Vu Gia
yt_RPWjwL-Vl1Y,RPWjwL-Vl1Y,yt_RPWjwL-Vl1Y__sent000018,/data/processed/segments/auto_20260624_102551/yt_RPWjwL-Vl1Y/yt_RPWjwL-Vl1Y__sent000018.wav,/data/processed/segments/auto_20260624_102551/yt_RPWjwL-Vl1Y/yt_RPWjwL-Vl1Y__sent000018.txt,233.56,250.19,16.63,nguồn cho dòng chảy vu gia xe đi qua xã Lăng đến trờ Hi người dẫn đường cho chúng tôi lúc này là anh H đắ Vinh một người bạn hiện đang công tác tại huyện Tây Giang từng là Chủ tịch Ủy ban nhân dân x ch âm giới thiệu với chúng tôi về rừng hoa đổ,vtt,ready,aligned,speech_clean,1.0,,https://www.youtube.com/watch?v=RPWjwL-Vl1Y,KÝ SỰ TRUYỀN HÌNH || NHỮNG DÒNG SÔNG XỨ QUẢNG || QRT - Tập 5: Khởi nguồn Vu Gia
yt_RPWjwL-Vl1Y,RPWjwL-Vl1Y,yt_RPWjwL-Vl1Y__sent000019,/data/processed/segments/auto_20260624_102551/yt_RPWjwL-Vl1Y/yt_RPWjwL-Vl1Y__sent000019.wav,/data/processed/segments/auto_20260624_102551/yt_RPWjwL-Vl1Y/yt_RPWjwL-Vl1Y__sent000019.txt,247.56,253.83,6.27,âm giới thiệu với chúng tôi về rừng hoa đổ Quyên ngay bên đường khu rừng khoảng 100,vtt,ready,aligned,speech_clean,1.0,,https://www.youtube.com/watch?v=RPWjwL-Vl1Y,KÝ SỰ TRUYỀN HÌNH || NHỮNG DÒNG SÔNG XỨ QUẢNG || QRT - Tập 5: Khởi nguồn Vu Gia
yt_RPWjwL-Vl1Y,RPWjwL-Vl1Y,yt_RPWjwL-Vl1Y__sent000020,/data/processed/segments/auto_20260624_102551/yt_RPWjwL-Vl1Y/yt_RPWjwL-Vl1Y__sent000020.wav,/data/processed/segments/auto_20260624_102551/yt_RPWjwL-Vl1Y/yt_RPWjwL-Vl1Y__sent000020.txt,250.0,260.99,10.99,đổ Quyên ngay bên đường khu rừng khoảng 100 ha nằm ở độ cao hơn 2000 m so với mực nước biển cây đổ Quyên mọc tự nhiên rất,vtt,ready,aligned,speech_clean,1.0,,https://www.youtube.com/watch?v=RPWjwL-Vl1Y,KÝ SỰ TRUYỀN HÌNH || NHỮNG DÒNG SÔNG XỨ QUẢNG || QRT - Tập 5: Khởi nguồn Vu Gia
yt_RPWjwL-Vl1Y,RPWjwL-Vl1Y,yt_RPWjwL-Vl1Y__sent000021,/data/processed/segments/auto_20260624_102551/yt_RPWjwL-Vl1Y/yt_RPWjwL-Vl1Y__sent000021.wav,/data/processed/segments/auto_20260624_102551/yt_RPWjwL-Vl1Y/yt_RPWjwL-Vl1Y__sent000021.txt,257.159,270.189,13.03,với mực nước biển cây đổ Quyên mọc tự nhiên rất đa dạng về kích cỡ bám vào vách đá treo leo nhiều cây có đường kính 30 cm cao 5 đến 10 m,vtt,ready,aligned,speech_clean,1.0,,https://www.youtube.com/watch?v=RPWjwL-Vl1Y,KÝ SỰ TRUYỀN HÌNH || NHỮNG DÒNG SÔNG XỨ QUẢNG || QRT - Tập 5: Khởi nguồn Vu Gia
yt_RPWjwL-Vl1Y,RPWjwL-Vl1Y,yt_RPWjwL-Vl1Y__sent000022,/data/processed/segments/auto_20260624_102551/yt_RPWjwL-Vl1Y/yt_RPWjwL-Vl1Y__sent000022.wav,/data/processed/segments/auto_20260624_102551/yt_RPWjwL-Vl1Y/yt_RPWjwL-Vl1Y__sent000022.txt,269.999,282.71,12.711,m với nhiệt độ khoảng 15° C nên toàn bộ các loại cây ở khu rừng này đều phụ lớp reo dày trong rất kỳ bí mang lại một vẻ đẹp hoang sơ Anh Vinh bảo nếu đến đây,vtt,ready,aligned,speech_clean,1.0,,https://www.youtube.com/watch?v=RPWjwL-Vl1Y,KÝ SỰ TRUYỀN HÌNH || NHỮNG DÒNG SÔNG XỨ QUẢNG || QRT - Tập 5: Khởi nguồn Vu Gia
yt_RPWjwL-Vl1Y,RPWjwL-Vl1Y,yt_RPWjwL-Vl1Y__sent000023,/data/processed/segments/auto_20260624_102551/yt_RPWjwL-Vl1Y/yt_RPWjwL-Vl1Y__sent000023.wav,/data/processed/segments/auto_20260624_102551/yt_RPWjwL-Vl1Y/yt_RPWjwL-Vl1Y__sent000023.txt,278.839,293.43,14.591,vẻ đẹp hoang sơ Anh Vinh bảo nếu đến đây vào cuối tháng ha đầu tháng ba âm lịch sẽ được chứng kiến một cảnh sắc thiên nhiên vô cùng đặc sắc lúc này hoa đổ Quyên nỡ dày đặt trên các triền núi nằm,vtt,ready,aligned,speech_clean,1.0,,https://www.youtube.com/watch?v=RPWjwL-Vl1Y,KÝ SỰ TRUYỀN HÌNH || NHỮNG DÒNG SÔNG XỨ QUẢNG || QRT - Tập 5: Khởi nguồn Vu Gia
yt_RPWjwL-Vl1Y,RPWjwL-Vl1Y,yt_RPWjwL-Vl1Y__sent000024,/data/processed/segments/auto_20260624_102551/yt_RPWjwL-Vl1Y/yt_RPWjwL-Vl1Y__sent000024.wav,/data/processed/segments/auto_20260624_102551/yt_RPWjwL-Vl1Y/yt_RPWjwL-Vl1Y__sent000024.txt,289.8,306.23,16.43,đổ Quyên nỡ dày đặt trên các triền núi nằm trên địa phận hai xà tr và asan còn có rừng Pom nguyên sinh có tuổi đời lên đến hàng ngàn năm tuổi anh V cho biết thm người Cơ tu ở đây xem rừng Xem Những cây cổ thù lâu năm như là,vtt,ready,aligned,speech_clean,1.0,,https://www.youtube.com/watch?v=RPWjwL-Vl1Y,KÝ SỰ TRUYỀN HÌNH || NHỮNG DÒNG SÔNG XỨ QUẢNG || QRT - Tập 5: Khởi nguồn Vu Gia
yt_RPWjwL-Vl1Y,RPWjwL-Vl1Y,yt_RPWjwL-Vl1Y__sent000025,/data/processed/segments/auto_20260624_102551/yt_RPWjwL-Vl1Y/yt_RPWjwL-Vl1Y__sent000025.wav,/data/processed/segments/auto_20260624_102551/yt_RPWjwL-Vl1Y/yt_RPWjwL-Vl1Y__sent000025.txt,303.32,319.629,16.309,xem rừng Xem Những cây cổ thù lâu năm như là vị thần giấp dân làng có môi trường sống trong lành có nguồn mạch nước ngọt để uống có đồng thật vật phong phú để có người sinh tồn và phát triển vì thế họ rất ý thức trong việc bảo vệ rừng người,vtt,ready,aligned,speech_clean,1.0,,https://www.youtube.com/watch?v=RPWjwL-Vl1Y,KÝ SỰ TRUYỀN HÌNH || NHỮNG DÒNG SÔNG XỨ QUẢNG || QRT - Tập 5: Khởi nguồn Vu Gia
yt_RPWjwL-Vl1Y,RPWjwL-Vl1Y,yt_RPWjwL-Vl1Y__sent000026,/data/processed/segments/auto_20260624_102551/yt_RPWjwL-Vl1Y/yt_RPWjwL-Vl1Y__sent000026.wav,/data/processed/segments/auto_20260624_102551/yt_RPWjwL-Vl1Y/yt_RPWjwL-Vl1Y__sent000026.txt,316.839,319.629,2.79,họ rất ý thức trong việc bảo vệ rừng người,vtt,ready,aligned,speech_clean,1.0,,https://www.youtube.com/watch?v=RPWjwL-Vl1Y,KÝ SỰ TRUYỀN HÌNH || NHỮNG DÒNG SÔNG XỨ QUẢNG || QRT - Tập 5: Khởi nguồn Vu Gia
yt_RPWjwL-Vl1Y,RPWjwL-Vl1Y,yt_RPWjwL-Vl1Y__sent000027,/data/processed/segments/auto_20260624_102551/yt_RPWjwL-Vl1Y/yt_RPWjwL-Vl1Y__sent000027.wav,/data/processed/segments/auto_20260624_102551/yt_RPWjwL-Vl1Y/yt_RPWjwL-Vl1Y__sent000027.txt,319.439,332.11,12.671,người Tây gian ai cũng thuộc nằm lòng Câu khẩu hiệu Rừng conn Tây Giang phát triển rần mất Tây Giang Suy vòng đi phần xã asan chúng tôi ghé đồn,vtt,ready,aligned,speech_clean,1.0,,https://www.youtube.com/watch?v=RPWjwL-Vl1Y,KÝ SỰ TRUYỀN HÌNH || NHỮNG DÒNG SÔNG XỨ QUẢNG || QRT - Tập 5: Khởi nguồn Vu Gia
yt_RPWjwL-Vl1Y,RPWjwL-Vl1Y,yt_RPWjwL-Vl1Y__sent000028,/data/processed/segments/auto_20260624_102551/yt_RPWjwL-Vl1Y/yt_RPWjwL-Vl1Y__sent000028.wav,/data/processed/segments/auto_20260624_102551/yt_RPWjwL-Vl1Y/yt_RPWjwL-Vl1Y__sent000028.txt,328.279,346.67,18.391,Suy vòng đi phần xã asan chúng tôi ghé đồn biên phòng Gari việc ghi hình tại khu vực biên giới tất nhiên sẽ phải tuân theo những quy tắc nhất định sau khi tham khảo ý kiến của các cán bộ đồn biên phòng chúng tôi quyết định đến với thôn atu 2 x biên giới chợ Âm nằm giáp biên,vtt,ready,aligned,speech_clean,1.0,,https://www.youtube.com/watch?v=RPWjwL-Vl1Y,KÝ SỰ TRUYỀN HÌNH || NHỮNG DÒNG SÔNG XỨ QUẢNG || QRT - Tập 5: Khởi nguồn Vu Gia
yt_RPWjwL-Vl1Y,RPWjwL-Vl1Y,yt_RPWjwL-Vl1Y__sent000029,/data/processed/segments/auto_20260624_102551/yt_RPWjwL-Vl1Y/yt_RPWjwL-Vl1Y__sent000029.wav,/data/processed/segments/auto_20260624_102551/yt_RPWjwL-Vl1Y/yt_RPWjwL-Vl1Y__sent000029.txt,342.839,356.35,13.511,với thôn atu 2 x biên giới chợ Âm nằm giáp biên với huyện Cà lùm tỉnh sơ công nước Bà lào những con suối ở đây chảy từ đỉnh tà xiên có độ cao gần 2000 m đây có thể xem,vtt,ready,aligned,speech_clean,1.0,,https://www.youtube.com/watch?v=RPWjwL-Vl1Y,KÝ SỰ TRUYỀN HÌNH || NHỮNG DÒNG SÔNG XỨ QUẢNG || QRT - Tập 5: Khởi nguồn Vu Gia
yt_RPWjwL-Vl1Y,RPWjwL-Vl1Y,yt_RPWjwL-Vl1Y__sent000030,/data/processed/segments/auto_20260624_102551/yt_RPWjwL-Vl1Y/yt_RPWjwL-Vl1Y__sent000030.wav,/data/processed/segments/auto_20260624_102551/yt_RPWjwL-Vl1Y/yt_RPWjwL-Vl1Y__sent000030.txt,352.52,369.79,17.27,tà xiên có độ cao gần 2000 m đây có thể xem là những dòng nước đầu tiên khởi nguồn cho dòng chảy vu gia vừa qua một cuộc hành trình dài gần 300 km từ thành phố Tam Kỳ thì tôi đã có mặt tại thôn A Tu xã chơ ôm huyện Tây Giang quý vị có thể,vtt,ready,aligned,speech_clean,1.0,,https://www.youtube.com/watch?v=RPWjwL-Vl1Y,KÝ SỰ TRUYỀN HÌNH || NHỮNG DÒNG SÔNG XỨ QUẢNG || QRT - Tập 5: Khởi nguồn Vu Gia
yt_RPWjwL-Vl1Y,RPWjwL-Vl1Y,yt_RPWjwL-Vl1Y__sent000031,/data/processed/segments/auto_20260624_102551/yt_RPWjwL-Vl1Y/yt_RPWjwL-Vl1Y__sent000031.wav,/data/processed/segments/auto_20260624_102551/yt_RPWjwL-Vl1Y/yt_RPWjwL-Vl1Y__sent000031.txt,366.999,380.589,13.59,A Tu xã chơ ôm huyện Tây Giang quý vị có thể thấy sau lưng tôi là một khai suối nhỏ bắt nguồn từ biên giới Việt Lào và ở đây thì có rất nhiều những khe suối như vậy chảy về cùng hòa vào nhau tạo thành một dòng chảy về xuôi hình thành nên Sông,vtt,ready,aligned,speech_clean,1.0,,https://www.youtube.com/watch?v=RPWjwL-Vl1Y,KÝ SỰ TRUYỀN HÌNH || NHỮNG DÒNG SÔNG XỨ QUẢNG || QRT - Tập 5: Khởi nguồn Vu Gia
yt_RPWjwL-Vl1Y,RPWjwL-Vl1Y,yt_RPWjwL-Vl1Y__sent000032,/data/processed/segments/auto_20260624_102551/yt_RPWjwL-Vl1Y/yt_RPWjwL-Vl1Y__sent000032.wav,/data/processed/segments/auto_20260624_102551/yt_RPWjwL-Vl1Y/yt_RPWjwL-Vl1Y__sent000032.txt,378.559,393.67,15.111,thành một dòng chảy về xuôi hình thành nên Sông Bung có thể nói đây chính là ngọn nguồn của sông vu gia được nhìn thấy những dọng Đức đầu tiên nơi ngọn nguồn bất giác trong chúng tôi ai cũng dâng lên một cảm xúc khó tả,vtt,ready,aligned,speech_clean,1.0,,https://www.youtube.com/watch?v=RPWjwL-Vl1Y,KÝ SỰ TRUYỀN HÌNH || NHỮNG DÒNG SÔNG XỨ QUẢNG || QRT - Tập 5: Khởi nguồn Vu Gia
yt_RPWjwL-Vl1Y,RPWjwL-Vl1Y,yt_RPWjwL-Vl1Y__sent000033,/data/processed/segments/auto_20260624_102551/yt_RPWjwL-Vl1Y/yt_RPWjwL-Vl1Y__sent000033.wav,/data/processed/segments/auto_20260624_102551/yt_RPWjwL-Vl1Y/yt_RPWjwL-Vl1Y__sent000033.txt,390.279,405.909,15.63,chúng tôi ai cũng dâng lên một cảm xúc khó tả những dòng sông mên mông rộng lớn nơi hạ lưu Tứ tắm cho hàng ngàn cánh đồng bạc ngàn đều bắt đầu bằng trăm ngàn dòng chảy bé nhỏ như thế này đối với người Cơ,vtt,ready,aligned,speech_clean,1.0,,https://www.youtube.com/watch?v=RPWjwL-Vl1Y,KÝ SỰ TRUYỀN HÌNH || NHỮNG DÒNG SÔNG XỨ QUẢNG || QRT - Tập 5: Khởi nguồn Vu Gia
